Fclt Building Address Key,Fclt Building Key,Fiscal Period,Fclt Building Address Hist Key,Building Number,Address Purpose,Address City Id,Is E911 Address,Street Number,Street Number Suffix,Pre Directional,Street Name,Street Suffix,Post Directional,City,State,Postal Code,Warehouse Load Date
26-STREET,26,201505,26-STREET-201505,26,STREET,711,"",60,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
31-E911_1,31,201505,31-E911_1-201505,31,E911_1,31913,"",70,R,"",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
31-MAIL,31,201505,31-MAIL-201505,31,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
31-PARCL1,31,201505,31-PARCL1-201505,31,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
31-STREET,31,201505,31-STREET-201505,31,STREET,"","",70,"","",VASSAR,ST,(Rear),CAMBRIDGE,MA,02139,12/01/14 05:12 AM
32-E911_1,32,201505,32-E911_1-201505,32,E911_1,26366,"",32,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
32-MAIL,32,201505,32-MAIL-201505,32,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
32-STREET,32,201505,32-STREET-201505,32,STREET,26366,"",32,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
32P-E911_1,32P,201505,32P-E911_1-201505,32P,E911_1,26366,"",32,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
32P-MAIL,32P,201505,32P-MAIL-201505,32P,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
32P-STREET,32P,201505,32P-STREET-201505,32P,STREET,26366,"",32,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
33-E911_1,33,201505,33-E911_1-201505,33,E911_1,703,"",125,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
33-MAIL,33,201505,33-MAIL-201505,33,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
33-PARCL1,33,201505,33-PARCL1-201505,33,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
33-STREET,33,201505,33-STREET-201505,33,STREET,703,"",125,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
34-E911_1,34,201505,34-E911_1-201505,34,E911_1,26367,"",50,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
34-MAIL,34,201505,34-MAIL-201505,34,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
34-PARCL1,34,201505,34-PARCL1-201505,34,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
34-STREET,34,201505,34-STREET-201505,34,STREET,26367,"",50,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
35-E911_1,35,201505,35-E911_1-201505,35,E911_1,26994,"",127,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
35-MAIL,35,201505,35-MAIL-201505,35,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
35-PARCL1,35,201505,35-PARCL1-201505,35,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
35-STREET,35,201505,35-STREET-201505,35,STREET,26994,"",127,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
36-E911_1,36,201505,36-E911_1-201505,36,E911_1,26367,"",50,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
36-MAIL,36,201505,36-MAIL-201505,36,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
36-PARCL1,36,201505,36-PARCL1-201505,36,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
36-STREET,36,201505,36-STREET-201505,36,STREET,26367,"",50,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
37-E911_1,37,201505,37-E911_1-201505,37,E911_1,706,"",70,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
37-MAIL,37,201505,37-MAIL-201505,37,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
37-PARCL1,37,201505,37-PARCL1-201505,37,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
37-STREET,37,201505,37-STREET-201505,37,STREET,706,"",70,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
38-E911_1,38,201505,38-E911_1-201505,38,E911_1,26367,"",50,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
38-MAIL,38,201505,38-MAIL-201505,38,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
38-PARCL1,38,201505,38-PARCL1-201505,38,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
38-STREET,38,201505,38-STREET-201505,38,STREET,26367,"",50,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
39-E911_1,39,201505,39-E911_1-201505,39,E911_1,711,"",60,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
39-MAIL,39,201505,39-MAIL-201505,39,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
39-PARCL1,39,201505,39-PARCL1-201505,39,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
39-STREET,39,201505,39-STREET-201505,39,STREET,711,"",60,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
41-E911_1,41,201505,41-E911_1-201505,41,E911_1,30245,"",77,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
41-MAIL,41,201505,41-MAIL-201505,41,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
41-PARCL1,41,201505,41-PARCL1-201505,41,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
41-STREET,41,201505,41-STREET-201505,41,STREET,30245,"",77,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
42-E911_1,42,201505,42-E911_1-201505,42,E911_1,684,"",59,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
42-MAIL,42,201505,42-MAIL-201505,42,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
42-PARCL1,42,201505,42-PARCL1-201505,42,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
42-STREET,42,201505,42-STREET-201505,42,STREET,684,"",59,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
42T-E911_1,42T,201505,42T-E911_1-201505,42T,E911_1,684,"",59,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
42T-STREET,42T,201505,42T-STREET-201505,42T,STREET,684,"",59,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
43-E911_1,43,201505,43-E911_1-201505,43,E911_1,29749,"",57,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
43-MAIL,43,201505,43-MAIL-201505,43,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
43-PARCL1,43,201505,43-PARCL1-201505,43,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
43-STREET,43,201505,43-STREET-201505,43,STREET,29749,"",57,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
44-E911_1,44,201505,44-E911_1-201505,44,E911_1,718,"",51,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
44-MAIL,44,201505,44-MAIL-201505,44,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
44-PARCL1,44,201505,44-PARCL1-201505,44,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
44-STREET,44,201505,44-STREET-201505,44,STREET,718,"",51,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
46-E911_1,46,201505,46-E911_1-201505,46,E911_1,29292,"",43,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
46-MAIL,46,201505,46-MAIL-201505,46,MAIL,30245,"",77,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
46-STREET,46,201505,46-STREET-201505,46,STREET,29292,"",43,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
48-E911_1,48,201505,48-E911_1-201505,48,E911_1,720,"",15,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
48-MAIL,48,201505,48-MAIL-201505,48,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
48-PARCL1,48,201505,48-PARCL1-201505,48,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
48-STREET,48,201505,48-STREET-201505,48,STREET,720,"",15,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
50-E911_1,50,201505,50-E911_1-201505,50,E911_1,731,"",142,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
50-MAIL,50,201505,50-MAIL-201505,50,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
50-PARCL1,50,201505,50-PARCL1-201505,50,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
50-STREET,50,201505,50-STREET-201505,50,STREET,731,"",142,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
51-E911_1,51,201505,51-E911_1-201505,51,E911_1,730,"",134,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
51-MAIL,51,201505,51-MAIL-201505,51,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
51-PARCL1,51,201505,51-PARCL1-201505,51,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
51-STREET,51,201505,51-STREET-201505,51,STREET,730,"",134,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
54-E911_1,54,201505,54-E911_1-201505,54,E911_1,25343,"",21,"","",AMES,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
54-MAIL,54,201505,54-MAIL-201505,54,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
54-PARCL1,54,201505,54-PARCL1-201505,54,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
54-STREET,54,201505,54-STREET-201505,54,STREET,25343,"",21,"","",AMES,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
56-E911_1,56,201505,56-E911_1-201505,56,E911_1,25343,"",21,"","",AMES,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
56-MAIL,56,201505,56-MAIL-201505,56,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
56-PARCL1,56,201505,56-PARCL1-201505,56,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
56-STREET,56,201505,56-STREET-201505,56,STREET,25343,"",21,"","",AMES,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
57-E911_1,57,201505,57-E911_1-201505,57,E911_1,31036,"",6,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
57-MAIL,57,201505,57-MAIL-201505,57,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
57-PARCL1,57,201505,57-PARCL1-201505,57,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
57-STREET,57,201505,57-STREET-201505,57,STREET,31036,"",6,"","",VASSAR,ST,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
62-E911_1,62,201505,62-E911_1-201505,62,E911_1,31041,"",3,R,"",AMES,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
62-MAIL,62,201505,62-MAIL-201505,62,MAIL,"","",3,"","",AMES,ST,(Rear),CAMBRIDGE,MA,02142,12/01/14 05:12 AM
62-PARCL1,62,201505,62-PARCL1-201505,62,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
62-STREET,62,201505,62-STREET-201505,62,STREET,"","",3,"","",AMES,ST,(Rear),CAMBRIDGE,MA,02142,12/01/14 05:12 AM
62H-E911_1,62H,201505,62H-E911_1-201505,62H,E911_1,31041,"",3,R,"",AMES,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
62H-STREET,62H,201505,62H-STREET-201505,62H,STREET,"","",3,"","",AMES,ST,(Rear),CAMBRIDGE,MA,02142,12/01/14 05:12 AM
62M-E911_1,62M,201505,62M-E911_1-201505,62M,E911_1,31041,"",3,R,"",AMES,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
62M-STREET,62M,201505,62M-STREET-201505,62M,STREET,"","",3,"","",AMES,ST,(Rear),CAMBRIDGE,MA,02142,12/01/14 05:12 AM
62W-E911_1,62W,201505,62W-E911_1-201505,62W,E911_1,31041,"",3,R,"",AMES,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
62W-STREET,62W,201505,62W-STREET-201505,62W,STREET,"","",3,"","",AMES,ST,(Rear),CAMBRIDGE,MA,02142,12/01/14 05:12 AM
64-E911_1,64,201505,64-E911_1-201505,64,E911_1,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
64-MAIL,64,201505,64-MAIL-201505,64,MAIL,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
64-PARCL1,64,201505,64-PARCL1-201505,64,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
64-STREET,64,201505,64-STREET-201505,64,STREET,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
64B-E911_1,64B,201505,64B-E911_1-201505,64B,E911_1,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
64B-STREET,64B,201505,64B-STREET-201505,64B,STREET,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
64G-E911_1,64G,201505,64G-E911_1-201505,64G,E911_1,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
64G-STREET,64G,201505,64G-STREET-201505,64G,STREET,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
64W-E911_1,64W,201505,64W-E911_1-201505,64W,E911_1,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
64W-STREET,64W,201505,64W-STREET-201505,64W,STREET,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
66-E911_1,66,201505,66-E911_1-201505,66,E911_1,25344,"",25,"","",AMES,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
66-MAIL,66,201505,66-MAIL-201505,66,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
66-PARCL1,66,201505,66-PARCL1-201505,66,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
66-STREET,66,201505,66-STREET-201505,66,STREET,25344,"",25,"","",AMES,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
68-E911_1,68,201505,68-E911_1-201505,68,E911_1,25345,"",31,"","",AMES,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
68-MAIL,68,201505,68-MAIL-201505,68,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
68-PARCL1,68,201505,68-PARCL1-201505,68,PARCL1,"","",AME31,"","","","","","","",02142,12/01/14 05:12 AM
68-STREET,68,201505,68-STREET-201505,68,STREET,25345,"",31,"","",AMES,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
76-E911_1,76,201505,76-E911_1-201505,76,E911_1,31707,"",500,"","",MAIN,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
76-MAIL,76,201505,76-MAIL-201505,76,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
76-STREET,76,201505,76-STREET-201505,76,STREET,31707,"",500,"","",MAIN,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E1-E911_1,E1,201505,E1-E911_1-201505,E1,E911_1,24118,"",111,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E1-MAIL,E1,201505,E1-MAIL-201505,E1,MAIL,24118,"",111,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E1-PARCL1,E1,201505,E1-PARCL1-201505,E1,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E1-STREET,E1,201505,E1-STREET-201505,E1,STREET,24118,"",111,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E2-E911_1,E2,201505,E2-E911_1-201505,E2,E911_1,29136,"",4,"","",AMES,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E2-E911_2,E2,201505,E2-E911_2-201505,E2,E911_2,"","",70,"","",AMHERST,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E2-MAIL,E2,201505,E2-MAIL-201505,E2,MAIL,"","",70,"","",AMHERST,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E2-PARCL1,E2,201505,E2-PARCL1-201505,E2,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E2-STREET,E2,201505,E2-STREET-201505,E2,STREET,29136,"",4,"","",AMES,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E14-E911_1,E14,201505,E14-E911_1-201505,E14,E911_1,31393,"",75,"","",AMHERST,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E14-MAIL,E14,201505,E14-MAIL-201505,E14,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
E14-STREET,E14,201505,E14-STREET-201505,E14,STREET,31393,"",75,"","",AMHERST,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E15-E911_1,E15,201505,E15-E911_1-201505,E15,E911_1,25342,"",20,"","",AMES,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E15-MAIL,E15,201505,E15-MAIL-201505,E15,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
E15-PARCL1,E15,201505,E15-PARCL1-201505,E15,PARCL1,"","",MAI364,"","","","","","","",02142,12/01/14 05:12 AM
E15-PARCL2,E15,201505,E15-PARCL2-201505,E15,PARCL2,"","",AME12,"","","","","","","",02142,12/01/14 05:12 AM
E15-STREET,E15,201505,E15-STREET-201505,E15,STREET,25342,"",20,"","",AMES,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E17-E911_1,E17,201505,E17-E911_1-201505,E17,E911_1,29173,"",40,"","",AMES,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E17-MAIL,E17,201505,E17-MAIL-201505,E17,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
E17-PARCL1,E17,201505,E17-PARCL1-201505,E17,PARCL1,"","",MAI364,"","","","","","","",02142,12/01/14 05:12 AM
E17-STREET,E17,201505,E17-STREET-201505,E17,STREET,29173,"",40,"","",AMES,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E18-E911_1,E18,201505,E18-E911_1-201505,E18,E911_1,29507,"",50,"","",AMES,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E18-MAIL,E18,201505,E18-MAIL-201505,E18,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
E18-PARCL1,E18,201505,E18-PARCL1-201505,E18,PARCL1,"","",MAI364,"","","","","","","",02142,12/01/14 05:12 AM
E18-STREET,E18,201505,E18-STREET-201505,E18,STREET,29507,"",50,"","",AMES,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E19-E911_1,E19,201505,E19-E911_1-201505,E19,E911_1,25938,"",400,"","",MAIN,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E19-MAIL,E19,201505,E19-MAIL-201505,E19,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
E19-PARCL1,E19,201505,E19-PARCL1-201505,E19,PARCL1,"","",MAI364,"","","","","","","",02142,12/01/14 05:12 AM
E19-STREET,E19,201505,E19-STREET-201505,E19,STREET,25938,"",400,"","",MAIN,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E23-E911_1,E23,201505,E23-E911_1-201505,E23,E911_1,25550,"",25,"","",CARLETON,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E23-MAIL,E23,201505,E23-MAIL-201505,E23,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
E23-PARCL1,E23,201505,E23-PARCL1-201505,E23,PARCL1,"","",CAR1,"","","","","","","",02142,12/01/14 05:12 AM
E23-PARCL2,E23,201505,E23-PARCL2-201505,E23,PARCL2,"","",CAR45,"","","","","","","",02142,12/01/14 05:12 AM
E23-STREET,E23,201505,E23-STREET-201505,E23,STREET,25550,"",25,"","",CARLETON,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E25-E911_1,E25,201505,E25-E911_1-201505,E25,E911_1,733,"",45,"","",CARLETON,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E25-MAIL,E25,201505,E25-MAIL-201505,E25,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
E25-PARCL1,E25,201505,E25-PARCL1-201505,E25,PARCL1,"","",DEA18,"","","","","","","",02142,12/01/14 05:12 AM
E25-PARCL2,E25,201505,E25-PARCL2-201505,E25,PARCL2,"","",CAR45,"","","","","","","",02142,12/01/14 05:12 AM
E25-PARCL3,E25,201505,E25-PARCL3-201505,E25,PARCL3,"","",MAI364,"","","","","","","",02142,12/01/14 05:12 AM
E25-STREET,E25,201505,E25-STREET-201505,E25,STREET,733,"",45,"","",CARLETON,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E33-E911_1,E33,201505,E33-E911_1-201505,E33,E911_1,738,"",34,"","",CARLETON,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E33-MAIL,E33,201505,E33-MAIL-201505,E33,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
E33-PARCL1,E33,201505,E33-PARCL1-201505,E33,PARCL1,"","",HAY1,"","","","","","","",02142,12/01/14 05:12 AM
E33-STREET,E33,201505,E33-STREET-201505,E33,STREET,738,"",34,"","",CARLETON,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E34-E911_1,E34,201505,E34-E911_1-201505,E34,E911_1,14130,"",42,"","",CARLETON,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E34-E911_2,E34,201505,E34-E911_2-201505,E34,E911_2,31043,"",44,"","",CARLETON,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E34-MAIL,E34,201505,E34-MAIL-201505,E34,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
E34-PARCL1,E34,201505,E34-PARCL1-201505,E34,PARCL1,"","",HAY1,"","","","","","","",02142,12/01/14 05:12 AM
E34-STREET,E34,201505,E34-STREET-201505,E34,STREET,"","",42-44,"","",CARLETON,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E38-E911_1,E38,201505,E38-E911_1-201505,E38,E911_1,742,"",292,"","",MAIN,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E38-MAIL,E38,201505,E38-MAIL-201505,E38,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
E38-PARCL1,E38,201505,E38-PARCL1-201505,E38,PARCL1,"","",MAI292,"","","","","","","",02142,12/01/14 05:12 AM
E38-STREET,E38,201505,E38-STREET-201505,E38,STREET,742,"",292,"","",MAIN,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E39-E911_1,E39,201505,E39-E911_1-201505,E39,E911_1,29,"",264,"","",MAIN,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E39-E911_2,E39,201505,E39-E911_2-201505,E39,E911_2,"","",290,"","",MAIN,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E39-E911_3,E39,201505,E39-E911_3-201505,E39,E911_3,"","",55,"","",HAYWARD,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E39-MAIL,E39,201505,E39-MAIL-201505,E39,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
E39-PARCL1,E39,201505,E39-PARCL1-201505,E39,PARCL1,"","",MAI264,"","","","","","","",02142,12/01/14 05:12 AM
E39-STREET,E39,201505,E39-STREET-201505,E39,STREET,"","",290,"","",MAIN,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E40-E911_1,E40,201505,E40-E911_1-201505,E40,E911_1,26457,"",1,"","",AMHERST,ST,"",CAMBRIDGE,MA,02142,12/01/14 05:12 AM
E40-MAIL,E40,201505,E40-MAIL-201505,E40,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,12/01/14 05:12 AM
