Fclt Building Address Key,Fclt Building Key,Fiscal Period,Fclt Building Address Hist Key,Building Number,Address Purpose,Address City Id,Is E911 Address,Street Number,Street Number Suffix,Pre Directional,Street Name,Street Suffix,Post Directional,City,State,Postal Code,Warehouse Load Date
EE19-E911_1,EE19,201602,EE19-E911_1-201602,EE19,E911_1,"","",1,"","",ROGERS,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
EE19-STREET,EE19,201602,EE19-STREET-201602,EE19,STREET,"","",1,"","",ROGERS,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
EE20-E911_1,EE20,201602,EE20-E911_1-201602,EE20,E911_1,"","",1,"","",CHARLES,PARK,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
EE20-STREET,EE20,201602,EE20-STREET-201602,EE20,STREET,"","",1,"","",CHARLES,PARK,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
N4-E911_1,N4,201602,N4-E911_1-201602,N4,E911_1,717,"",32,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
N4-MAIL,N4,201602,N4-MAIL-201602,N4,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
N4-PARCL1,N4,201602,N4-PARCL1-201602,N4,PARCL1,"","",ALB2&2R,"","","","","","","",02142,09/01/15 05:12 AM
N4-PARCL2,N4,201602,N4-PARCL2-201602,N4,PARCL2,"","",ALB36&36R,"","","","","","","",02142,09/01/15 05:12 AM
N4-STREET,N4,201602,N4-STREET-201602,N4,STREET,717,"",32,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
N9-E911_1,N9,201602,N9-E911_1-201602,N9,E911_1,681,"",68,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
N9-MAIL,N9,201602,N9-MAIL-201602,N9,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
N9-PARCL1,N9,201602,N9-PARCL1-201602,N9,PARCL1,"","",ALB68,"","","","","","","",02142,09/01/15 05:12 AM
N9-PARCL2,N9,201602,N9-PARCL2-201602,N9,PARCL2,"","",MAS149,"","","","","","","",02142,09/01/15 05:12 AM
N9-STREET,N9,201602,N9-STREET-201602,N9,STREET,681,"",68,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
N10-E911_1,N10,201602,N10-E911_1-201602,N10,E911_1,680,"",155,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
N10-MAIL,N10,201602,N10-MAIL-201602,N10,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
N10-PARCL1,N10,201602,N10-PARCL1-201602,N10,PARCL1,"","",MAS149,"","","","","","","",02142,09/01/15 05:12 AM
N10-STREET,N10,201602,N10-STREET-201602,N10,STREET,680,"",155,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
N16-E911_1,N16,201602,N16-E911_1-201602,N16,E911_1,29840,"",60,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
N16-MAIL,N16,201602,N16-MAIL-201602,N16,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
N16-PARCL1,N16,201602,N16-PARCL1-201602,N16,PARCL1,"","",ALB60,"","","","","","","",02142,09/01/15 05:12 AM
N16-STREET,N16,201602,N16-STREET-201602,N16,STREET,29840,"",60,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
N16A-E911_1,N16A,201602,N16A-E911_1-201602,N16A,E911_1,29840,"",60,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
N16A-MAIL,N16A,201602,N16A-MAIL-201602,N16A,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
N16A-STREET,N16A,201602,N16A-STREET-201602,N16A,STREET,29840,"",60,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
N16B-E911_1,N16B,201602,N16B-E911_1-201602,N16B,E911_1,29840,"",60,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
N16B-MAIL,N16B,201602,N16B-MAIL-201602,N16B,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
N16B-STREET,N16B,201602,N16B-STREET-201602,N16B,STREET,29840,"",60,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
N16C-E911_1,N16C,201602,N16C-E911_1-201602,N16C,E911_1,29840,"",60,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
N16C-MAIL,N16C,201602,N16C-MAIL-201602,N16C,MAIL,"","",77,"","",MASSACHUSETTS,AVE,(Rear),CAMBRIDGE,MA,02139,09/01/15 05:12 AM
N16C-STREET,N16C,201602,N16C-STREET-201602,N16C,STREET,29840,"",60,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
N51-E911_1,N51,201602,N51-E911_1-201602,N51,E911_1,31042,"",275,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
N51-MAIL,N51,201602,N51-MAIL-201602,N51,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
N51-PARCL1,N51,201602,N51-PARCL1-201602,N51,PARCL1,"","",MAS275,"","","","","","","",02139,09/01/15 05:12 AM
N51-STREET,N51,201602,N51-STREET-201602,N51,STREET,31042,"",275,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
N52-E911_1,N52,201602,N52-E911_1-201602,N52,E911_1,643,"",265,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
N52-MAIL,N52,201602,N52-MAIL-201602,N52,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
N52-PARCL1,N52,201602,N52-PARCL1-201602,N52,PARCL1,"","",MAS265,"","","","","","","",02139,09/01/15 05:12 AM
N52-STREET,N52,201602,N52-STREET-201602,N52,STREET,643,"",265,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
N57-E911_1,N57,201602,N57-E911_1-201602,N57,E911_1,26502,"",1,"","",STATE,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
N57-MAIL,N57,201602,N57-MAIL-201602,N57,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
N57-PARCL1,N57,201602,N57-PARCL1-201602,N57,PARCL1,"","",MAI864,"","","","","","","",02139,09/01/15 05:12 AM
N57-STREET,N57,201602,N57-STREET-201602,N57,STREET,26502,"",1,"","",STATE,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NE123A-E911_1,NE123A,201602,NE123A-E911_1-201602,NE123A,E911_1,"","",300,"","",BENT,ST,"",CAMBRIDGE,MA,02141,09/01/15 05:12 AM
NE123A-STREET,NE123A,201602,NE123A-STREET-201602,NE123A,STREET,"","",300,"","",BENT,ST,"",CAMBRIDGE,MA,02141,09/01/15 05:12 AM
NE18-E911_1,NE18,201602,NE18-E911_1-201602,NE18,E911_1,"","",255,"","",MAIN,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
NE18-MAIL,NE18,201602,NE18-MAIL-201602,NE18,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NE18-STREET,NE18,201602,NE18-STREET-201602,NE18,STREET,"","",255,"","",MAIN,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
NE25-E911_1,NE25,201602,NE25-E911_1-201602,NE25,E911_1,"","",355,"","",MAIN,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
NE25-MAIL,NE25,201602,NE25-MAIL-201602,NE25,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NE25-STREET,NE25,201602,NE25-STREET-201602,NE25,STREET,"","",355,"","",MAIN,ST,"",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
NE35-E911_1,NE35,201602,NE35-E911_1-201602,NE35,E911_1,"","",145,"","",BROADWAY,"","",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
NE35-STREET,NE35,201602,NE35-STREET-201602,NE35,STREET,"","",145,"","",BROADWAY,"","",CAMBRIDGE,MA,02142,09/01/15 05:12 AM
NE45-E911_1,NE45,201602,NE45-E911_1-201602,NE45,E911_1,"","",300,"","",TECHNOLOGY,SQ,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NE45-STREET,NE45,201602,NE45-STREET-201602,NE45,STREET,"","",300,"","",TECHNOLOGY,SQ,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NE46-E911_1,NE46,201602,NE46-E911_1-201602,NE46,E911_1,"","",400,"","",TECHNOLOGY,SQ,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NE46-STREET,NE46,201602,NE46-STREET-201602,NE46,STREET,"","",400,"","",TECHNOLOGY,SQ,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NE47-E911_1,NE47,201602,NE47-E911_1-201602,NE47,E911_1,8994,"",500,"","",TECHNOLOGY,SQ,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NE47-MAIL,NE47,201602,NE47-MAIL-201602,NE47,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NE47-STREET,NE47,201602,NE47-STREET-201602,NE47,STREET,8994,"",500,"","",TECHNOLOGY,SQ,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NE48-E911_1,NE48,201602,NE48-E911_1-201602,NE48,E911_1,13710,"",700,"","",TECHNOLOGY,SQ,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NE48-MAIL,NE48,201602,NE48-MAIL-201602,NE48,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NE48-STREET,NE48,201602,NE48-STREET-201602,NE48,STREET,13710,"",700,"","",TECHNOLOGY,SQ,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NE49-E911_1,NE49,201602,NE49-E911_1-201602,NE49,E911_1,8993,"",600,"","",TECHNOLOGY,SQ,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NE49-MAIL,NE49,201602,NE49-MAIL-201602,NE49,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NE49-STREET,NE49,201602,NE49-STREET-201602,NE49,STREET,8993,"",600,"","",TECHNOLOGY,SQ,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NE83-E911_1,NE83,201602,NE83-E911_1-201602,NE83,E911_1,"","",1,"","",KENDALL,SQ,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NE83-MAIL,NE83,201602,NE83-MAIL-201602,NE83,MAIL,"","",1,"","",KENDALL,SQ,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NE83-STREET,NE83,201602,NE83-STREET-201602,NE83,STREET,"","",1,"","",KENDALL,SQ,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW10-E911_1,NW10,201602,NW10-E911_1-201602,NW10,E911_1,24250,"",143,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW10-MAIL,NW10,201602,NW10-MAIL-201602,NW10,MAIL,24250,"",143,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW10-PARCL1,NW10,201602,NW10-PARCL1-201602,NW10,PARCL1,"","",ALB143,"","","","","","","",02139,09/01/15 05:12 AM
NW10-STREET,NW10,201602,NW10-STREET-201602,NW10,STREET,24250,"",143,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW12-E911_1,NW12,201602,NW12-E911_1-201602,NW12,E911_1,25317,"",138,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW12-MAIL,NW12,201602,NW12-MAIL-201602,NW12,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW12-PARCL1,NW12,201602,NW12-PARCL1-201602,NW12,PARCL1,"","",ALB120,"","","","","","","",02139,09/01/15 05:12 AM
NW12-STREET,NW12,201602,NW12-STREET-201602,NW12,STREET,25317,"",138,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW12A-E911_1,NW12A,201602,NW12A-E911_1-201602,NW12A,E911_1,"","",138,R,"",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW12A-MAIL,NW12A,201602,NW12A-MAIL-201602,NW12A,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW12A-STREET,NW12A,201602,NW12A-STREET-201602,NW12A,STREET,"","",138,"","",ALBANY,ST,(Rear),CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW13-E911_1,NW13,201602,NW13-E911_1-201602,NW13,E911_1,27270,"",144,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW13-MAIL,NW13,201602,NW13-MAIL-201602,NW13,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW13-PARCL1,NW13,201602,NW13-PARCL1-201602,NW13,PARCL1,"","",ALB120,"","","","","","","",02139,09/01/15 05:12 AM
NW13-PARCL2,NW13,201602,NW13-PARCL2-201602,NW13,PARCL2,"","",ALB144,"","","","","","","",02139,09/01/15 05:12 AM
NW13-STREET,NW13,201602,NW13-STREET-201602,NW13,STREET,27270,"",144,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW14-E911_1,NW14,201602,NW14-E911_1-201602,NW14,E911_1,27364,"",150,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW14-E911_2,NW14,201602,NW14-E911_2-201602,NW14,E911_2,27572,"",166,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW14-MAIL,NW14,201602,NW14-MAIL-201602,NW14,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW14-PARCL1,NW14,201602,NW14-PARCL1-201602,NW14,PARCL1,"","",ALB144,"","","","","","","",02139,09/01/15 05:12 AM
NW14-STREET,NW14,201602,NW14-STREET-201602,NW14,STREET,27364,"",150,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW15-E911_1,NW15,201602,NW15-E911_1-201602,NW15,E911_1,27572,"",166,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW15-E911_2,NW15,201602,NW15-E911_2-201602,NW15,E911_2,27643,"",170,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW15-MAIL,NW15,201602,NW15-MAIL-201602,NW15,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW15-PARCL1,NW15,201602,NW15-PARCL1-201602,NW15,PARCL1,"","",ALB144,"","","","","","","",02139,09/01/15 05:12 AM
NW15-STREET,NW15,201602,NW15-STREET-201602,NW15,STREET,"","",166-170,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW16-E911_1,NW16,201602,NW16-E911_1-201602,NW16,E911_1,634,"",167,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW16-PARCL1,NW16,201602,NW16-PARCL1-201602,NW16,PARCL1,"","",ALB167,"","","","","","","",02139,09/01/15 05:12 AM
NW16-STREET,NW16,201602,NW16-STREET-201602,NW16,STREET,634,"",167,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW17-E911_1,NW17,201602,NW17-E911_1-201602,NW17,E911_1,633,"",175,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW17-PARCL1,NW17,201602,NW17-PARCL1-201602,NW17,PARCL1,"","",ALB175,"","","","","","","",02139,09/01/15 05:12 AM
NW17-STREET,NW17,201602,NW17-STREET-201602,NW17,STREET,633,"",175,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW20-E911_1,NW20,201602,NW20-E911_1-201602,NW20,E911_1,27751,"",180,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW20-MAIL,NW20,201602,NW20-MAIL-201602,NW20,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW20-PARCL1,NW20,201602,NW20-PARCL1-201602,NW20,PARCL1,"","",ALB144,"","","","","","","",02139,09/01/15 05:12 AM
NW20-STREET,NW20,201602,NW20-STREET-201602,NW20,STREET,27751,"",180,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW21-E911_1,NW21,201602,NW21-E911_1-201602,NW21,E911_1,27847,"",190,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW21-PARCL1,NW21,201602,NW21-PARCL1-201602,NW21,PARCL1,"","",ALB180,"","","","","","","",02139,09/01/15 05:12 AM
NW21-STREET,NW21,201602,NW21-STREET-201602,NW21,STREET,27847,"",190,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW22-E911_1,NW22,201602,NW22-E911_1-201602,NW22,E911_1,3689,"",185,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW22-E911_2,NW22,201602,NW22-E911_2-201602,NW22,E911_2,"","",195,"","",ALBANY,"","",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW22-MAIL,NW22,201602,NW22-MAIL-201602,NW22,MAIL,"","",195,"","",ALBANY,"","",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW22-PARCL1,NW22,201602,NW22-PARCL1-201602,NW22,PARCL1,"","",ALB185,"","","","","","","",02139,09/01/15 05:12 AM
NW22-STREET,NW22,201602,NW22-STREET-201602,NW22,STREET,3689,"",185,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW30-E911_1,NW30,201602,NW30-E911_1-201602,NW30,E911_1,629,"",224,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW30-MAIL,NW30,201602,NW30-MAIL-201602,NW30,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW30-PARCL1,NW30,201602,NW30-PARCL1-201602,NW30,PARCL1,"","",ALB224,"","","","","","","",02139,09/01/15 05:12 AM
NW30-STREET,NW30,201602,NW30-STREET-201602,NW30,STREET,629,"",224,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW35-E911_1,NW35,201602,NW35-E911_1-201602,NW35,E911_1,31391,"",235,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW35-MAIL,NW35,201602,NW35-MAIL-201602,NW35,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW35-STREET,NW35,201602,NW35-STREET-201602,NW35,STREET,31391,"",235,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW61-E911_1,NW61,201602,NW61-E911_1-201602,NW61,E911_1,16360,"",282,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW61-E911_2,NW61,201602,NW61-E911_2-201602,NW61,E911_2,16357,"",290,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW61-MAIL,NW61,201602,NW61-MAIL-201602,NW61,MAIL,"","",292-290,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW61-PARCL1,NW61,201602,NW61-PARCL1-201602,NW61,PARCL1,"","",MAS282,"","","","","","","",02139,09/01/15 05:12 AM
NW61-STREET,NW61,201602,NW61-STREET-201602,NW61,STREET,"","",292-290,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW86-E911_1,NW86,201602,NW86-E911_1-201602,NW86,E911_1,2807,"",70,"","",PACIFIC,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW86-E911_2,NW86,201602,NW86-E911_2-201602,NW86,E911_2,"","",100,"","",SIDNEY,"","",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW86-MAIL,NW86,201602,NW86-MAIL-201602,NW86,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW86-STREET,NW86,201602,NW86-STREET-201602,NW86,STREET,2807,"",70,"","",PACIFIC,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW86P-E911_1,NW86P,201602,NW86P-E911_1-201602,NW86P,E911_1,2807,"",70,"","",PACIFIC,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW86P-E911_2,NW86P,201602,NW86P-E911_2-201602,NW86P,E911_2,"","",100,"","",SIDNEY,"","",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW86P-MAIL,NW86P,201602,NW86P-MAIL-201602,NW86P,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
NW86P-STREET,NW86P,201602,NW86P-STREET-201602,NW86P,STREET,2807,"",70,"","",PACIFIC,ST,"",CAMBRIDGE,MA,02139,09/01/15 05:12 AM
OC1-E911_1,OC1,201602,OC1-E911_1-201602,OC1,E911_1,"","",80,"","",HAVEN,ST,"",DEDHAM,MA,02026,09/01/15 05:12 AM
OC1-STREET,OC1,201602,OC1-STREET-201602,OC1,STREET,"","",80,"","",HAVEN,ST,"",DEDHAM,MA,02026,09/01/15 05:12 AM
OC1A-E911_1,OC1A,201602,OC1A-E911_1-201602,OC1A,E911_1,"","",80,"","",HAVEN,ST,"",DEDHAM,MA,02026,09/01/15 05:12 AM
OC1A-MAIL,OC1A,201602,OC1A-MAIL-201602,OC1A,MAIL,"","",80,"","",HAVEN,ST,"",DEDHAM,MA,02026,09/01/15 05:12 AM
OC1A-STREET,OC1A,201602,OC1A-STREET-201602,OC1A,STREET,"","",80,"","",HAVEN,ST,"",DEDHAM,MA,02026,09/01/15 05:12 AM
OC6-E911_1,OC6,201602,OC6-E911_1-201602,OC6,E911_1,"","",645,"","",SUMMER,ST,"",BOSTON,MA,02210,09/01/15 05:12 AM
OC6-MAIL,OC6,201602,OC6-MAIL-201602,OC6,MAIL,"","",77,"","",MASSACHUSETTS,AVE,(Rear),CAMBRIDGE,MA,02139,09/01/15 05:12 AM
OC6-STREET,OC6,201602,OC6-STREET-201602,OC6,STREET,"","",645,"","",SUMMER,ST,"",BOSTON,MA,02210,09/01/15 05:12 AM
OC100-E911_1,OC100,201602,OC100-E911_1-201602,OC100,E911_1,"","",820,"","",FIRST,ST,NE,WASHINGTON,DC,20002,09/01/15 05:12 AM
OC100-STREET,OC100,201602,OC100-STREET-201602,OC100,STREET,"","",820,"","",FIRST,ST,NE,WASHINGTON,DC,20002,09/01/15 05:12 AM
OC11-E911_1,OC11,201602,OC11-E911_1-201602,OC11,E911_1,"","",1,"","",SUMMER,ST,"",BOSTON,MA,02110,09/01/15 05:12 AM
OC11-MAIL,OC11,201602,OC11-MAIL-201602,OC11,MAIL,"","",1,"","",SUMMER,ST,"",BOSTON,MA,02110,09/01/15 05:12 AM
OC11-STREET,OC11,201602,OC11-STREET-201602,OC11,STREET,"","",1,"","",SUMMER,ST,"",BOSTON,MA,02110,09/01/15 05:12 AM
OC19A-E911_1,OC19A,201602,OC19A-E911_1-201602,OC19A,E911_1,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,09/01/15 05:12 AM
OC19A-STREET,OC19A,201602,OC19A-STREET-201602,OC19A,STREET,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,09/01/15 05:12 AM
OC19B-E911_1,OC19B,201602,OC19B-E911_1-201602,OC19B,E911_1,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,09/01/15 05:12 AM
OC19B-STREET,OC19B,201602,OC19B-STREET-201602,OC19B,STREET,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,09/01/15 05:12 AM
OC19C-E911_1,OC19C,201602,OC19C-E911_1-201602,OC19C,E911_1,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,09/01/15 05:12 AM
OC19C-STREET,OC19C,201602,OC19C-STREET-201602,OC19C,STREET,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,09/01/15 05:12 AM
OC19D-E911_1,OC19D,201602,OC19D-E911_1-201602,OC19D,E911_1,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,09/01/15 05:12 AM
OC19D-STREET,OC19D,201602,OC19D-STREET-201602,OC19D,STREET,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,09/01/15 05:12 AM
OC19E-E911_1,OC19E,201602,OC19E-E911_1-201602,OC19E,E911_1,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,09/01/15 05:12 AM
OC19E-STREET,OC19E,201602,OC19E-STREET-201602,OC19E,STREET,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,09/01/15 05:12 AM
OC19F-E911_1,OC19F,201602,OC19F-E911_1-201602,OC19F,E911_1,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,09/01/15 05:12 AM
OC19F-STREET,OC19F,201602,OC19F-STREET-201602,OC19F,STREET,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,09/01/15 05:12 AM
OC19G-E911_1,OC19G,201602,OC19G-E911_1-201602,OC19G,E911_1,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,09/01/15 05:12 AM
OC19G-STREET,OC19G,201602,OC19G-STREET-201602,OC19G,STREET,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,09/01/15 05:12 AM
OC19H-E911_1,OC19H,201602,OC19H-E911_1-201602,OC19H,E911_1,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,09/01/15 05:12 AM
OC19H-STREET,OC19H,201602,OC19H-STREET-201602,OC19H,STREET,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,09/01/15 05:12 AM
OC19J-E911_1,OC19J,201602,OC19J-E911_1-201602,OC19J,E911_1,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,09/01/15 05:12 AM
OC19J-STREET,OC19J,201602,OC19J-STREET-201602,OC19J,STREET,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,09/01/15 05:12 AM
