Subject Key,Subject Offered Summary Key,Master Subject Key,Composite Subject Key,Term Code,Master Course Number,Master Course Number Sort,Master Course Number Desc,Master Subject Id,Master Subject Id Sort,Course Number,Course Number Sort,Course Number Desc,Subject Id,Subject Id Sort,Subject Title,Section Id,Is Master Section,Is Lecture Section,Is Lab Section,Is Recitation Section,Is Design Section,Offer Dept Code,Offer Dept Name,Offer School Name,Responsible Faculty Name,Responsible Faculty Mit Id,Meet Time,Meet Place,Cluster Type,Cluster Type Desc,Cluster List,Hgn Code,Hgn Code Desc,Form Type,Form Type Desc,Subject Enrollment Number,Section Enrollment Number,Cluster Enrollment Number,Evaluate This Subject,Is Ose Subject,Is Created By Data Warehouse,Subject Grouping Key,Warehouse Load Date,Num Enrolled Students,Subject Summary Key,Is Repeatable Subject
21HNIV0001997SU,21H.NIV1997SU,21HNIV0001997SU,21H.NIV1997SU,1997SU,21H,21H,History,21H.NIV,21H.NIV,21H,21H,History,21H.NIV,21H.NIV,Visiting Student Research,0,Y,N,N,N,N,21H,History,"Hum, Arts & Social Sciences",,,,,,,,N,Not for graduate credit,,,0,,,N,,N,,5/8/01 0:00,0,21H.NIV1997SU,Y
21MNIV0001997SU,21M.NIV1997SU,21MNIV0001997SU,21M.NIV1997SU,1997SU,21M,21M,Music and Theater Arts,21M.NIV,21M.NIV,21M,21M,Music and Theater Arts,21M.NIV,21M.NIV,Visiting Student Research,0,Y,N,N,N,N,21M,Music and Theater Arts,"Hum, Arts & Social Sciences",,,,,,,,N,Not for graduate credit,,,0,,,N,,N,,5/8/01 0:00,0,21M.NIV1997SU,Y
21W7300001997SU,21W.7301997SU,21W7300001997SU,21W.7301997SU,1997SU,21W,21W,Writing & Humanistic Studies,21W.730,21W.730,21W,21W,Writing & Humanistic Studies,21W.730,21W.730,Expository Writing,0,Y,N,N,N,N,21W,Writing & Humanistic Studies,"Hum, Arts & Social Sciences",,,,,,,,N,Not for graduate credit,,,0,,,N,,N,86CD64958FC40327E0440003BACE90BC,5/8/01 0:00,0,21W.7301997SU,N
HST1980001997SU,HST.1981997SU,HST1980001997SU,HST.1981997SU,1997SU,HST,HST,Health Sciences & Technology,HST.198,HST.198,HST,HST,Health Sciences & Technology,HST.198,HST.198,Sp Top-Health Sci & Tech,0,Y,N,N,N,N,HST,Health Sciences & Technology,Whitaker Coll of HST;  HST,,,,,,,,H,Higher level graduate program,,,0,,,N,,N,86CD64958FC60327E0440003BACE90BC,5/8/01 0:00,0,HST.1981997SU,Y
HST2020001997SU,HST.2021997SU,HST2020001997SU,HST.2021997SU,1997SU,HST,HST,Health Sciences & Technology,HST.202,HST.202,HST,HST,Health Sciences & Technology,HST.202,HST.202,Medical Engineering II,0,Y,N,N,N,N,HST,Health Sciences & Technology,Whitaker Coll of HST;  HST,"Spar, Ellen",900016999,,,,,,H,Higher level graduate program,,,1,1,,N,,N,86CD64958FC80327E0440003BACE90BC,5/8/01 0:00,1,HST.2021997SU,N
0141950001997SU,14.1951997SU,0141950001997SU,14.1951997SU,1997SU,14,14,Economics,14.195,14.195,14,14,Economics,14.195,14.195,Reading Seminar in Economics,0,Y,N,N,N,N,14,Economics,"Hum, Arts & Social Sciences",,,,,,,,H,Higher level graduate program,,,5,5,,N,,N,86CD64958F770327E0440003BACE90BC,5/8/01 0:00,5,14.1951997SU,Y
014THG0001997SU,14.THG1997SU,014THG0001997SU,14.THG1997SU,1997SU,14,14,Economics,14.THG, 14.THG,14,14,Economics,14.THG, 14.THG,Thesis,0,Y,N,N,N,N,14,Economics,"Hum, Arts & Social Sciences",,,,,,,,H,Higher level graduate program,,,13,13,,N,,N,86CD64958F790327E0440003BACE90BC,5/8/01 0:00,13,14.THG1997SU,Y
HAA56110001999FA,HAA.56111999FA,HAA00000001999FA,HAA.00001999FA,1999FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.5611,HAA.5611,French 47: Contemp Culture,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,1/15/02 0:00,0,HAA.56111999FA,N
HAA56700001999FA,HAA.56701999FA,HAA00000001999FA,HAA.00001999FA,1999FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.5670,HAA.5670,Soc 132:Econ Soc & Poltcl Econ,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,1/15/02 0:00,0,HAA.56701999FA,N
HAA57090001999FA,HAA.57091999FA,HAA00000001999FA,HAA.00001999FA,1999FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.5709,HAA.5709,Japn Hist 117: Rel & Gender,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,1/15/02 0:00,0,HAA.57091999FA,N
HAA57790001999FA,HAA.57791999FA,HAA00000001999FA,HAA.00001999FA,1999FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.5779,HAA.5779,German Da: Intermed German,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,N,Not for graduate credit,,,0,,,N,,N,,1/15/02 0:00,0,HAA.57791999FA,N
HAA58080001999FA,HAA.58081999FA,HAA00000001999FA,HAA.00001999FA,1999FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.5808,HAA.5808,"Lit A-22:Poems,Poets,Poetry",0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,N,Not for graduate credit,,,0,,,N,,N,,1/15/02 0:00,0,HAA.58081999FA,N
HAA58550001999FA,HAA.58551999FA,HAA00000001999FA,HAA.00001999FA,1999FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.5855,HAA.5855,Ling 278:Romance Syntax,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,1/15/02 0:00,0,HAA.58551999FA,N
HAA58840001999FA,HAA.58841999FA,HAA00000001999FA,HAA.00001999FA,1999FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.5884,HAA.5884,Korean 102a: Intermediate,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,2,2,,N,,N,,1/15/02 0:00,2,HAA.58841999FA,N
HAA59070001999FA,HAA.59071999FA,HAA00000001999FA,HAA.00001999FA,1999FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.5907,HAA.5907,Psych 1202:Behav &Brain Devlpm,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,H,Higher level graduate program,,,0,,,N,,N,,1/15/02 0:00,0,HAA.59071999FA,N
HAA59200001999FA,HAA.59201999FA,HAA00000001999FA,HAA.00001999FA,1999FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.5920,HAA.5920,Advanced Arabic,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,1/15/02 0:00,0,HAA.59201999FA,N
HAA59530001999FA,HAA.59531999FA,HAA00000001999FA,HAA.00001999FA,1999FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.5953,HAA.5953,Comp/Creative Writing,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,1/15/02 0:00,0,HAA.59531999FA,N
HAA59950001999FA,HAA.59951999FA,HAA00000001999FA,HAA.00001999FA,1999FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.5995,HAA.5995,Feminist Political Thery,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,1/15/02 0:00,0,HAA.59951999FA,N
HAA60040001999FA,HAA.60041999FA,HAA00000001999FA,HAA.00001999FA,1999FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.6004,HAA.6004,Math Apprch to Gen Equil,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,1/15/02 0:00,0,HAA.60041999FA,N
HAA60250001999FA,HAA.60251999FA,HAA00000001999FA,HAA.00001999FA,1999FA,HAA,HAA,"Harvard, Arts and Sciences",HAA.0000,HAA.0000,HAA,HAA,"Harvard, Arts and Sciences",HAA.6025,HAA.6025,Animal Virology,0,Y,N,N,N,N,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,,,S,SWE: School-Wide Electives,,G,Graduate program,,,0,,,N,,N,,1/15/02 0:00,0,HAA.60251999FA,N
21L0040001998FA,21L.0041998FA,21L0040001998FA,21L.0041998FA,1998FA,21L,21L,Literature,21L.004,21L.004,21L,21L,Literature,21L.004,21L.004,Major Poets,0,Y,N,N,N,N,21L,Literature,"Hum, Arts & Social Sciences","Tayler, Irene",900028167,,,,,,N,Not for graduate credit,,,44,44,,N,,N,86CD649595CA0327E0440003BACE90BC,5/8/01 0:00,44,21L.0041998FA,N
21L0110001998FA,21L.0111998FA,21L0110001998FA,21L.0111998FA,1998FA,21L,21L,Literature,21L.011,21L.011,21L,21L,Literature,21L.011,21L.011,The Film Experience,0,Y,N,N,N,N,21L,Literature,"Hum, Arts & Social Sciences","Jenkins, Henry",900022696,,,,,,N,Not for graduate credit,,,74,74,,N,,N,86CD649595CD0327E0440003BACE90BC,5/8/01 0:00,74,21L.0111998FA,N
21L011R021998FA,21L.0111998FA,21L011R021998FA,21L.0111998FA,1998FA,21L,21L,Literature,21L.011,21L.011,21L,21L,Literature,21L.011,21L.011,The Film Experience,R02,N,N,N,Y,N,21L,Literature,"Hum, Arts & Social Sciences",,,R4, 56-191,,,,N,Not for graduate credit,,,,,,N,,N,86CD649595CD0327E0440003BACE90BC,5/8/01 0:00,0,21L.0111998FA,N
21L0210001998FA,21L.0211998FA,21L0210001998FA,21L.0211998FA,1998FA,21L,21L,Literature,21L.021,21L.021,21L,21L,Literature,21L.021,21L.021,Comedy,0,Y,N,N,N,N,21L,Literature,"Hum, Arts & Social Sciences","Jenkins, Henry",900022696,,,,,,N,Not for graduate credit,,,8,8,,N,,N,86CD649595CF0327E0440003BACE90BC,5/8/01 0:00,8,21L.0211998FA,N
21L433L011998FA,21L.4331998FA,21L433L011998FA,21L.4331998FA,1998FA,21L,21L,Literature,21L.433,21L.433,21L,21L,Literature,21L.433,21L.433,Major Film Directors,L01,N,Y,N,N,N,21L,Literature,"Hum, Arts & Social Sciences",,,TR2-3.30,0.00E+00,,,,N,Not for graduate credit,,,,,,N,,N,86CD649595D10327E0440003BACE90BC,5/8/01 0:00,0,21L.4331998FA,Y
21W735R011998FA,21W.7351998FA,21W735R011998FA,21W.7351998FA,1998FA,21W,21W,Writing & Humanistic Studies,21W.735,21W.735,21W,21W,Writing & Humanistic Studies,21W.735,21W.735,Writing & Reading the Essay,R01,N,N,N,Y,N,21W,Writing & Humanistic Studies,"Hum, Arts & Social Sciences",,,TR2-3.30,  1-134,,,,N,Not for graduate credit,,,,,,N,,N,86CD649596160327E0440003BACE90BC,5/8/01 0:00,0,21W.7351998FA,N
21W7390001998FA,21W.7391998FA,21L4480001998FA,21L.4481998FA,1998FA,21L,21L,Literature,21L.448,21L.448,21W,21W,Writing & Humanistic Studies,21W.739,21W.739,Darwin and Design,0,Y,N,N,N,N,21W,Writing & Humanistic Studies,"Hum, Arts & Social Sciences","Paradis, James",900026496,,,J,Joint subject,"21L.448, 21W.739",N,Not for graduate credit,,,4,4,26,N,,N,86CD649595D30327E0440003BACE90BC,5/8/01 0:00,4,21W.7391998FA,N
21W745R011998FA,21W.7451998FA,21W745R011998FA,21W.7451998FA,1998FA,21W,21W,Writing & Humanistic Studies,21W.745,21W.745,21W,21W,Writing & Humanistic Studies,21W.745,21W.745,Advanced Essay Workshop,R01,N,N,N,Y,N,21W,Writing & Humanistic Studies,"Hum, Arts & Social Sciences",,,TR11-12.30,14N-325,,,,N,Not for graduate credit,,,,,,N,,N,86CD649596180327E0440003BACE90BC,5/8/01 0:00,0,21W.7451998FA,Y
21W746R011998FA,21W.7461998FA,21W746R011998FA,21W.7461998FA,1998FA,21W,21W,Writing & Humanistic Studies,21W.746,21W.746,21W,21W,Writing & Humanistic Studies,21W.746,21W.746,Humanistic Persp on Medicine,R01,N,N,N,Y,N,21W,Writing & Humanistic Studies,"Hum, Arts & Social Sciences",,,TR2.30-4,  1-135,,,,N,Not for graduate credit,,,,,,N,,N,86CD649596190327E0440003BACE90BC,5/8/01 0:00,0,21W.7461998FA,N
21W747R011998FA,21W.7471998FA,21W747R011998FA,21W.7471998FA,1998FA,21W,21W,Writing & Humanistic Studies,21W.747,21W.747,21W,21W,Writing & Humanistic Studies,21W.747,21W.747,Rhetoric,R01,N,N,N,Y,N,21W,Writing & Humanistic Studies,"Hum, Arts & Social Sciences",,,MW1-2.30,  1-136,,,,N,Not for graduate credit,,,,,,N,,N,86CD6495961A0327E0440003BACE90BC,5/8/01 0:00,0,21W.7471998FA,N
21W755R031998FA,21W.7551998FA,21W755R031998FA,21W.7551998FA,1998FA,21W,21W,Writing & Humanistic Studies,21W.755,21W.755,21W,21W,Writing & Humanistic Studies,21W.755,21W.755,Writng & Readng Short Stories,R03,N,N,N,Y,N,21W,Writing & Humanistic Studies,"Hum, Arts & Social Sciences",,,MW11-12.30,  1-132,,,,N,Not for graduate credit,,,,,,N,,N,86CD6495961B0327E0440003BACE90BC,5/8/01 0:00,0,21W.7551998FA,N
21W7570001998FA,21W.7571998FA,21W7570001998FA,21W.7571998FA,1998FA,21W,21W,Writing & Humanistic Studies,21W.757,21W.757,21W,21W,Writing & Humanistic Studies,21W.757,21W.757,Fiction Workshop,0,Y,N,N,N,N,21W,Writing & Humanistic Studies,"Hum, Arts & Social Sciences","Chodakowska, Elzbieta",900001233,,,,,,N,Not for graduate credit,,,14,14,,N,,N,86CD6495961D0327E0440003BACE90BC,5/8/01 0:00,14,21W.7571998FA,Y
21W7580001998FA,21W.7581998FA,21W7580001998FA,21W.7581998FA,1998FA,21W,21W,Writing & Humanistic Studies,21W.758,21W.758,21W,21W,Writing & Humanistic Studies,21W.758,21W.758,Genre Fiction Workshop,0,Y,N,N,N,N,21W,Writing & Humanistic Studies,"Hum, Arts & Social Sciences",,,,,,,,N,Not for graduate credit,,,13,13,,N,,N,86CD6495961E0327E0440003BACE90BC,5/8/01 0:00,13,21W.7581998FA,N
21W758R011998FA,21W.7581998FA,21W758R011998FA,21W.7581998FA,1998FA,21W,21W,Writing & Humanistic Studies,21W.758,21W.758,21W,21W,Writing & Humanistic Studies,21W.758,21W.758,Genre Fiction Workshop,R01,N,N,N,Y,N,21W,Writing & Humanistic Studies,"Hum, Arts & Social Sciences",,,W EVE (7-10 PM),14N-417,,,,N,Not for graduate credit,,,,,,N,,N,86CD6495961E0327E0440003BACE90BC,5/8/01 0:00,0,21W.7581998FA,N
21W766L011998FA,21W.7661998FA,21W766L011998FA,21W.7661998FA,1998FA,21W,21W,Writing & Humanistic Studies,21W.766,21W.766,21W,21W,Writing & Humanistic Studies,21W.766,21W.766,Writing by US Women of Color,L01,N,Y,N,N,N,21W,Writing & Humanistic Studies,"Hum, Arts & Social Sciences",,,TR11-12.30, 24-112,J,Joint subject,"21W.766, SP.443",N,Not for graduate credit,,,,,,N,,N,86CD649596210327E0440003BACE90BC,5/8/01 0:00,0,21W.7661998FA,N
21W780R011998FA,21W.7801998FA,21W780R011998FA,21W.7801998FA,1998FA,21W,21W,Writing & Humanistic Studies,21W.780,21W.780,21W,21W,Writing & Humanistic Studies,21W.780,21W.780,Communicating:Technical Orgs,R01,N,N,N,Y,N,21W,Writing & Humanistic Studies,"Hum, Arts & Social Sciences",,,M2-5, 12-102,,,,N,Not for graduate credit,,,,,,N,,N,86CD649596230327E0440003BACE90BC,5/8/01 0:00,0,21W.7801998FA,N
21W781R011998FA,21W.7811998FA,21W781R011998FA,21W.7811998FA,1998FA,21W,21W,Writing & Humanistic Studies,21W.781,21W.781,21W,21W,Writing & Humanistic Studies,21W.781,21W.781,Practicum in Sci & Eng Writing,R01,N,N,N,Y,N,21W,Writing & Humanistic Studies,"Hum, Arts & Social Sciences",,,*TO BE ARRANGED,,,,,N,Not for graduate credit,,,,,,N,,N,86CD649596240327E0440003BACE90BC,5/8/01 0:00,0,21W.7811998FA,N
21W782R011998FA,21W.7821998FA,21W782R011998FA,21W.7821998FA,1998FA,21W,21W,Writing & Humanistic Studies,21W.782,21W.782,21W,21W,Writing & Humanistic Studies,21W.782,21W.782,Science Journalism,R01,N,N,N,Y,N,21W,Writing & Humanistic Studies,"Hum, Arts & Social Sciences",,,F2-5,14N-325,,,,N,Not for graduate credit,,,,,,N,,N,86CD649596250327E0440003BACE90BC,5/8/01 0:00,0,21W.7821998FA,N
21W7850001998FA,21W.7851998FA,21W7850001998FA,21W.7851998FA,1998FA,21W,21W,Writing & Humanistic Studies,21W.785,21W.785,21W,21W,Writing & Humanistic Studies,21W.785,21W.785,Communicating in Cyberspace,0,Y,N,N,N,N,21W,Writing & Humanistic Studies,"Hum, Arts & Social Sciences",,,,,,,,N,Not for graduate credit,,,21,21,,N,,N,86CD649596270327E0440003BACE90BC,5/8/01 0:00,21,21W.7851998FA,N
21W7920001998FA,21W.7921998FA,21W7920001998FA,21W.7921998FA,1998FA,21W,21W,Writing & Humanistic Studies,21W.792,21W.792,21W,21W,Writing & Humanistic Studies,21W.792,21W.792,Sci & Tech Writing Internship,0,Y,N,N,N,N,21W,Writing & Humanistic Studies,"Hum, Arts & Social Sciences","Paradis, James",900026496,,,,,,N,Not for graduate credit,,,1,1,,N,,N,86CD649596280327E0440003BACE90BC,5/8/01 0:00,1,21W.7921998FA,Y
0SP4120001998FA,SP.4121998FA,0SP4120001998FA,SP.4121998FA,1998FA,SP, SP,Special Programs,SP.412, SP.412,SP, SP,Special Programs,SP.412, SP.412,"Gender, Theory, & Politics",0,Y,N,N,N,N,SP,Special Programs,"MIT, academic","Wood, Elizabeth",900018476,,,J,Joint subject,"17.118, SP.412",H,Higher level graduate program,,,0,,1,N,,N,86CD649595560327E0440003BACE90BC,5/8/01 0:00,0,SP.4121998FA,N
015799L011997FA,15.7991997FA,015799L011997FA,15.7991997FA,1997FA,15,15,Management,15.799,15.799,15,15,Management,15.799,15.799,Workshop in Operations Mgt,L01,N,Y,N,N,N,15,Management,Sloan School of Management,,,M11.30-1,E51-390,,,,G,Graduate program,,,,,,N,,N,86CD649583C90327E0440003BACE90BC,5/8/01 0:00,0,15.7991997FA,Y
21M230L011998FA,21M.2301998FA,21M230L011998FA,21M.2301998FA,1998FA,21M,21M,Music and Theater Arts,21M.230,21M.230,21M,21M,Music and Theater Arts,21M.230,21M.230,"Vivaldi, Bach, & Handel",L01,N,Y,N,N,N,21M,Music and Theater Arts,"Hum, Arts & Social Sciences",,,TR10-11.30,  4-152,,,,N,Not for graduate credit,,,,,,N,,N,86CD649595EB0327E0440003BACE90BC,5/8/01 0:00,0,21M.2301998FA,N
21M291L011998FA,21M.2911998FA,21M291L011998FA,21M.2911998FA,1998FA,21M,21M,Music and Theater Arts,21M.291,21M.291,21M,21M,Music and Theater Arts,21M.291,21M.291,Music of India,L01,N,Y,N,N,N,21M,Music and Theater Arts,"Hum, Arts & Social Sciences",,,TR3.30-5,  4-364,,,,N,Not for graduate credit,,,,,,N,,N,86CD649595ED0327E0440003BACE90BC,5/8/01 0:00,0,21M.2911998FA,N
21M301L011998FA,21M.3011998FA,21M301L011998FA,21M.3011998FA,1998FA,21M,21M,Music and Theater Arts,21M.301,21M.301,21M,21M,Music and Theater Arts,21M.301,21M.301,Harmony and Counterpoint I,L01,N,Y,N,N,N,21M,Music and Theater Arts,"Hum, Arts & Social Sciences",,,MW3.30-5,  4-152,,,,N,Not for graduate credit,,,,,,N,,N,86CD649595EE0327E0440003BACE90BC,5/8/01 0:00,0,21M.3011998FA,N
21M302L011998FA,21M.3021998FA,21M302L011998FA,21M.3021998FA,1998FA,21M,21M,Music and Theater Arts,21M.302,21M.302,21M,21M,Music and Theater Arts,21M.302,21M.302,Harmony and Counterpoint II,L01,N,Y,N,N,N,21M,Music and Theater Arts,"Hum, Arts & Social Sciences",,,TR9.30-11,  4-160,,,,N,Not for graduate credit,,,,,,N,,N,86CD649595EF0327E0440003BACE90BC,5/8/01 0:00,0,21M.3021998FA,N
21M303L011998FA,21M.3031998FA,21M303L011998FA,21M.3031998FA,1998FA,21M,21M,Music and Theater Arts,21M.303,21M.303,21M,21M,Music and Theater Arts,21M.303,21M.303,Writing in Tonal Forms,L01,N,Y,N,N,N,21M,Music and Theater Arts,"Hum, Arts & Social Sciences",,,MW2-3.30,  4-160,,,,N,Not for graduate credit,,,,,,N,,N,86CD649595F00327E0440003BACE90BC,5/8/01 0:00,0,21M.3031998FA,N
21L444L011998FA,21L.4441998FA,21F020L011998FA,21F.0201998FA,1998FA,21F,21F,Foreign Languages/Literatures,21F.020,21F.020,21L,21L,Literature,21L.444,21L.444,New World Literature,L01,N,Y,N,N,N,21L,Literature,"Hum, Arts & Social Sciences",,,TR2-3.30,14N-325,J,Joint subject,"21F.020, 21L.444",N,Not for graduate credit,,,,,,N,,N,86CD6495957C0327E0440003BACE90BC,5/8/01 0:00,0,21L.4441998FA,N
0158120001998FA,15.8121998FA,0158120001998FA,15.8121998FA,1998FA,15,15,Management,15.812,15.812,15,15,Management,15.812,15.812,Marketing Management,0,Y,N,N,N,N,15,Management,Sloan School of Management,"Dant, Rajiv",RDANT15,,,,,,G,Graduate program,,,32,32,,N,,N,86CD6495942A0327E0440003BACE90BC,5/8/01 0:00,32,15.8121998FA,N
015829L011998FA,15.8291998FA,015829L011998FA,15.8291998FA,1998FA,15,15,Management,15.829,15.829,15,15,Management,15.829,15.829,International Marketing,L01,N,Y,N,N,N,15,Management,Sloan School of Management,,,TR2.30-4,E51-395,,,,H,Higher level graduate program,,,,,,N,,N,86CD6495942E0327E0440003BACE90BC,5/8/01 0:00,0,15.8291998FA,N
015842L011998FA,15.8421998FA,015842L011998FA,15.8421998FA,1998FA,15,15,Management,15.842,15.842,15,15,Management,15.842,15.842,Special Seminar in Marketing,L01,N,Y,N,N,N,15,Management,Sloan School of Management,,,MW1-2.30,E51-057,,,,H,Higher level graduate program,,,,,,N,,N,86CD649594300327E0440003BACE90BC,5/8/01 0:00,0,15.8421998FA,Y
015874L011998FA,15.8741998FA,015874L011998FA,15.8741998FA,1998FA,15,15,Management,15.874,15.874,15,15,Management,15.874,15.874,System Dynamics for Bus Policy,L01,N,Y,N,N,N,15,Management,Sloan School of Management,,,TR1-2.30,E51-325,,,,H,Higher level graduate program,,,,,,N,,N,86CD649594320327E0440003BACE90BC,5/8/01 0:00,0,15.8741998FA,N
015874RB1998FA,15.8741998FA,015874RB1998FA,15.8741998FA,1998FA,15,15,Management,15.874,15.874,15,15,Management,15.874,15.874,System Dynamics for Bus Policy,RB,N,N,N,Y,N,15,Management,Sloan School of Management,,,,,,,,H,Higher level graduate program,,,,49,,N,,N,86CD649594320327E0440003BACE90BC,5/8/01 0:00,49,15.8741998FA,N
015879L011998FA,15.8791998FA,015879L011998FA,15.8791998FA,1998FA,15,15,Management,15.879,15.879,15,15,Management,15.879,15.879,Research Sem in Syst Dynamics,L01,N,Y,N,N,N,15,Management,Sloan School of Management,,,F10-1,E60-316,,,,H,Higher level graduate program,,,,,,N,,N,86CD649594340327E0440003BACE90BC,5/8/01 0:00,0,15.8791998FA,Y
015930L031998FA,15.9301998FA,015930L031998FA,15.9301998FA,1998FA,15,15,Management,15.93,15.93,15,15,Management,15.93,15.93,Strategic Management,L03,N,Y,N,N,N,15,Management,Sloan School of Management,,,TR10.30-12,E51-325,,,,G,Graduate program,,,,,,N,,N,86CD649594350327E0440003BACE90BC,5/8/01 0:00,0,15.9301998FA,N
0159320001998FA,15.9321998FA,0159320001998FA,15.9321998FA,1998FA,15,15,Management,15.932,15.932,15,15,Management,15.932,15.932,Technology Strategy,0,Y,N,N,N,N,15,Management,Sloan School of Management,"Stern, Scott",900039746,,,,,,H,Higher level graduate program,,,31,31,,N,,N,86CD649594370327E0440003BACE90BC,5/8/01 0:00,31,15.9321998FA,N
0159350001998FA,15.9351998FA,0159350001998FA,15.9351998FA,1998FA,15,15,Management,15.935,15.935,15,15,Management,15.935,15.935,Corp Strat/Pract:Service Indus,0,Y,N,N,N,N,15,Management,Sloan School of Management,"Segall, Maurice",MSEGA15,,,,,,H,Higher level graduate program,,,64,64,,N,,N,86CD649594390327E0440003BACE90BC,5/8/01 0:00,64,15.9351998FA,N
0159500001998FA,15.9501998FA,0159500001998FA,15.9501998FA,1998FA,15,15,Management,15.95,15.95,15,15,Management,15.95,15.95,Spec Studies in Management,0,Y,N,N,N,N,15,Management,Sloan School of Management,,,,,,,,N,Not for graduate credit,,,1,1,,N,,N,86CD6495943B0327E0440003BACE90BC,5/8/01 0:00,1,15.9501998FA,N
015961R011998FA,15.9611998FA,015961R011998FA,15.9611998FA,1998FA,15,15,Management,15.961,15.961,15,15,Management,15.961,15.961,Spec Studies in Management,R01,N,N,N,Y,N,15,Management,Sloan School of Management,,,*TO BE ARRANGED,,,,,H,Higher level graduate program,,,,,,N,,N,86CD6495943E0327E0440003BACE90BC,5/8/01 0:00,0,15.9611998FA,Y
0159640001998FA,15.9641998FA,0159640001998FA,15.9641998FA,1998FA,15,15,Management,15.964,15.964,15,15,Management,15.964,15.964,Spec Studies in Management,0,Y,N,N,N,N,15,Management,Sloan School of Management,"Rockart, John",900019142,,,,,,H,Higher level graduate program,,,56,56,,N,,N,86CD649594410327E0440003BACE90BC,5/8/01 0:00,56,15.9641998FA,Y
015972R011998FA,15.9721998FA,015972R011998FA,15.9721998FA,1998FA,15,15,Management,15.972,15.972,15,15,Management,15.972,15.972,Special Seminar in Management,R01,N,N,N,Y,N,15,Management,Sloan School of Management,,,W4-6(LFM ONLY),E40-298,,,,H,Higher level graduate program,,,,,,N,,N,86CD649594430327E0440003BACE90BC,5/8/01 0:00,0,15.9721998FA,Y
015978L011998FA,15.9781998FA,015978L011998FA,15.9781998FA,1998FA,15,15,Management,15.978,15.978,15,15,Management,15.978,15.978,Seminar in Leadership I,L01,N,Y,N,N,N,15,Management,Sloan School of Management,,,MW4-6,E51-335,,,,H,Higher level graduate program,,,,,,N,,N,86CD649594460327E0440003BACE90BC,5/8/01 0:00,0,15.9781998FA,N
