Subject Key,Subject Offered Summary Key,Master Subject Key,Composite Subject Key,Term Code,Master Course Number,Master Course Number Sort,Master Course Number Desc,Master Subject Id,Master Subject Id Sort,Course Number,Course Number Sort,Course Number Desc,Subject Id,Subject Id Sort,Subject Title,Section Id,Is Master Section,Is Lecture Section,Is Lab Section,Is Recitation Section,Is Design Section,Offer Dept Code,Offer Dept Name,Offer School Name,Responsible Faculty Name,Responsible Faculty Mit Id,Meet Time,Meet Place,Cluster Type,Cluster Type Desc,Cluster List,Hgn Code,Hgn Code Desc,Form Type,Form Type Desc,Subject Enrollment Number,Section Enrollment Number,Cluster Enrollment Number,Evaluate This Subject,Is Ose Subject,Is Created By Data Warehouse,Subject Grouping Key,Warehouse Load Date,Num Enrolled Students,Subject Summary Key,Is Repeatable Subject
008190001998FA,8.191998FA,008190001998FA,8.191998FA,1998FA,8,8,Physics,8.19,8.19,8,8,Physics,8.19,8.19,Readings in Physics,0,Y,N,N,N,N,8,Physics,Science,"Belcher, John",900026260,,,,,,N,Not for graduate credit,,,0,,,N,,N,86CD6495904C0327E0440003BACE90BC,5/8/01 0:00,0,8.191998FA,Y
007012R101998FA,7.0121998FA,007012R101998FA,7.0121998FA,1998FA,7,7,Biology,7.012,7.012,7,7,Biology,7.012,7.012,Introductory Biology,R10,N,N,N,Y,N,7,Biology,Science,,,TR12 (REC STARTS SEPT 5), 26-302,,,,N,Not for graduate credit,,,,,,N,,N,86CD6495925B0327E0440003BACE90BC,5/8/01 0:00,0,7.0121998FA,N
008050001998FA,8.051998FA,008050001998FA,8.051998FA,1998FA,8,8,Physics,8.05,8.05,8,8,Physics,8.05,8.05,Quantum Physics II,0,Y,N,N,N,N,8,Physics,Science,"Rajagopal, Krishna",900045440,,,,,,N,Not for graduate credit,,,33,33,,N,,N,86CD649590480327E0440003BACE90BC,5/8/01 0:00,33,8.051998FA,N
0127210001998FA,12.7211998FA,0127210001998FA,12.7211998FA,1998FA,12,12,"Earth, Atmos, & Planetary Sci",12.721,12.721,12,12,"Earth, Atmos, & Planetary Sci",12.721,12.721,Marine Geology & Geophys: WHOI,0,Y,N,N,N,N,12,"Earth, Atmos & Planetary Sci",Science,"Peirson, A",JPEIRWHOI,,,,,,H,Higher level graduate program,,,5,5,,N,,N,86CD649593460327E0440003BACE90BC,5/8/01 0:00,5,12.7211998FA,Y
0127310001998FA,12.7311998FA,0127310001998FA,12.7311998FA,1998FA,12,12,"Earth, Atmos, & Planetary Sci",12.731,12.731,12,12,"Earth, Atmos, & Planetary Sci",12.731,12.731,Marine Geology & Geophys: MIT,0,Y,N,N,N,N,12,"Earth, Atmos & Planetary Sci",Science,"Jordan, Thomas",900022956,,,,,,H,Higher level graduate program,,,1,1,,N,,N,86CD649593490327E0440003BACE90BC,5/8/01 0:00,1,12.7311998FA,Y
0127420001998FA,12.7421998FA,0127420001998FA,12.7421998FA,1998FA,12,12,"Earth, Atmos, & Planetary Sci",12.742,12.742,12,12,"Earth, Atmos, & Planetary Sci",12.742,12.742,Marine Chemistry,0,Y,N,N,N,N,12,"Earth, Atmos & Planetary Sci",Science,"Sholkovitz, E",ESHOL12,,,,,,H,Higher level graduate program,,,9,9,,N,,N,86CD6495934D0327E0440003BACE90BC,5/8/01 0:00,9,12.7421998FA,N
0127510001998FA,12.7511998FA,0127510001998FA,12.7511998FA,1998FA,12,12,"Earth, Atmos, & Planetary Sci",12.751,12.751,12,12,"Earth, Atmos, & Planetary Sci",12.751,12.751,Sem:Oceanography At WHOI,0,Y,N,N,N,N,12,"Earth, Atmos & Planetary Sci",Science,"Schouten, Hans",SCHO12,,,,,,H,Higher level graduate program,,,9,9,,N,,N,86CD6495934F0327E0440003BACE90BC,5/8/01 0:00,9,12.7511998FA,Y
0127530001998FA,12.7531998FA,0127530001998FA,12.7531998FA,1998FA,12,12,"Earth, Atmos, & Planetary Sci",12.753,12.753,12,12,"Earth, Atmos, & Planetary Sci",12.753,12.753,Sem:Oceanography At WHOI,0,Y,N,N,N,N,12,"Earth, Atmos & Planetary Sci",Science,"Peirson, A",JPEIRWHOI,,,,,,H,Higher level graduate program,,,0,,,N,,N,86CD649593510327E0440003BACE90BC,5/8/01 0:00,0,12.7531998FA,Y
0127560001998FA,12.7561998FA,0127560001998FA,12.7561998FA,1998FA,12,12,"Earth, Atmos, & Planetary Sci",12.756,12.756,12,12,"Earth, Atmos, & Planetary Sci",12.756,12.756,Sem:Oceanography At WHOI,0,Y,N,N,N,N,12,"Earth, Atmos & Planetary Sci",Science,"Burns, Dan",900008954,,,,,,H,Higher level graduate program,,,0,,,N,,N,86CD649593540327E0440003BACE90BC,5/8/01 0:00,0,12.7561998FA,Y
0127590001998FA,12.7591998FA,0127590001998FA,12.7591998FA,1998FA,12,12,"Earth, Atmos, & Planetary Sci",12.759,12.759,12,12,"Earth, Atmos, & Planetary Sci",12.759,12.759,Sem:Oceanography At WHOI,0,Y,N,N,N,N,12,"Earth, Atmos & Planetary Sci",Science,"Peirson, A",JPEIRWHOI,,,,,,H,Higher level graduate program,,,0,,,N,,N,86CD649593570327E0440003BACE90BC,5/8/01 0:00,0,12.7591998FA,Y
0128030001998FA,12.8031998FA,0128030001998FA,12.8031998FA,1998FA,12,12,"Earth, Atmos, & Planetary Sci",12.803,12.803,12,12,"Earth, Atmos, & Planetary Sci",12.803,12.803,Quasi-Balanced Circulations,0,Y,N,N,N,N,12,"Earth, Atmos & Planetary Sci",Science,"Flierl, Glenn",900023387,,,,,,H,Higher level graduate program,,,12,12,,N,,N,86CD649593590327E0440003BACE90BC,5/8/01 0:00,12,12.8031998FA,N
012808L011998FA,12.8081998FA,012808L011998FA,12.8081998FA,1998FA,12,12,"Earth, Atmos, & Planetary Sci",12.808,12.808,12,12,"Earth, Atmos, & Planetary Sci",12.808,12.808,Intro:Observational Phys Ocean,L01,N,Y,N,N,N,12,"Earth, Atmos & Planetary Sci",Science,,,TR1-2.30, 54-325,,,,H,Higher level graduate program,,,,,,N,,N,86CD6495935C0327E0440003BACE90BC,5/8/01 0:00,0,12.8081998FA,N
0128200001998FA,12.8201998FA,0128200001998FA,12.8201998FA,1998FA,12,12,"Earth, Atmos, & Planetary Sci",12.82,12.82,12,12,"Earth, Atmos, & Planetary Sci",12.82,12.82,Instability: Geophysical Sys,0,Y,N,N,N,N,12,"Earth, Atmos & Planetary Sci",Science,"Burns, Dan",900008954,,,,,,H,Higher level graduate program,,,0,,,N,,N,86CD6495935E0327E0440003BACE90BC,5/8/01 0:00,0,12.8201998FA,N
0128420001998FA,12.8421998FA,0128420001998FA,12.8421998FA,1998FA,12,12,"Earth, Atmos, & Planetary Sci",12.842,12.842,12,12,"Earth, Atmos, & Planetary Sci",12.842,12.842,Climate Physics & Chemistry I,0,Y,N,N,N,N,12,"Earth, Atmos & Planetary Sci",Science,"Emanuel, Kerry",900022921,,,,,,H,Higher level graduate program,,,15,15,,N,,N,86CD649593600327E0440003BACE90BC,5/8/01 0:00,15,12.8421998FA,N
0129600001998FA,12.9601998FA,0129600001998FA,12.9601998FA,1998FA,12,12,"Earth, Atmos, & Planetary Sci",12.96,12.96,12,12,"Earth, Atmos, & Planetary Sci",12.96,12.96,Sp Probs: Phys Oceanogr at MIT,0,Y,N,N,N,N,12,"Earth, Atmos & Planetary Sci",Science,"Burns, Dan",900008954,,,,,,H,Higher level graduate program,,,0,,,N,,N,86CD649593640327E0440003BACE90BC,5/8/01 0:00,0,12.9601998FA,Y
0129710001998FA,12.9711998FA,0129710001998FA,12.9711998FA,1998FA,12,12,"Earth, Atmos, & Planetary Sci",12.971,12.971,12,12,"Earth, Atmos, & Planetary Sci",12.971,12.971,Sp Probs: Phys Oceanog at WHOI,0,Y,N,N,N,N,12,"Earth, Atmos & Planetary Sci",Science,"Burns, Dan",900008954,,,,,,H,Higher level graduate program,,,0,,,N,,N,86CD649593670327E0440003BACE90BC,5/8/01 0:00,0,12.9711998FA,Y
0129900001998FA,12.9901998FA,0129900001998FA,12.9901998FA,1998FA,12,12,"Earth, Atmos, & Planetary Sci",12.99,12.99,12,12,"Earth, Atmos, & Planetary Sci",12.99,12.99,Spec Subject-Meteorology,0,Y,N,N,N,N,12,"Earth, Atmos & Planetary Sci",Science,"Burns, Dan",900008954,,,,,,H,Higher level graduate program,,,0,,,N,,N,86CD6495936A0327E0440003BACE90BC,5/8/01 0:00,0,12.9901998FA,Y
012A190001998FA,12.A191998FA,012A190001998FA,12.A191998FA,1998FA,12,12,"Earth, Atmos, & Planetary Sci",12.A19, 12.A19,12,12,"Earth, Atmos, & Planetary Sci",12.A19, 12.A19,Earthquakes,0,Y,N,N,N,N,12,"Earth, Atmos & Planetary Sci",Science,"Marone, Chris",900018143,,,,,,N,Not for graduate credit,,,6,6,,N,,N,86CD6495936E0327E0440003BACE90BC,5/8/01 0:00,6,12.A191998FA,N
012A21R011998FA,12.A211998FA,012A21R011998FA,12.A211998FA,1998FA,12,12,"Earth, Atmos, & Planetary Sci",12.A21, 12.A21,12,12,"Earth, Atmos, & Planetary Sci",12.A21, 12.A21,Great LA Earthquake 1994,R01,N,N,N,Y,N,12,"Earth, Atmos & Planetary Sci",Science,,,M3-5,,,,,N,Not for graduate credit,,,,,,N,,N,86CD6495936F0327E0440003BACE90BC,5/8/01 0:00,0,12.A211998FA,N
012A280001998FA,12.A281998FA,012A280001998FA,12.A281998FA,1998FA,12,12,"Earth, Atmos, & Planetary Sci",12.A28, 12.A28,12,12,"Earth, Atmos, & Planetary Sci",12.A28, 12.A28,Cartography,0,Y,N,N,N,N,12,"Earth, Atmos & Planetary Sci",Science,,,,,,,,N,Not for graduate credit,,,5,5,,N,,N,86CD649593710327E0440003BACE90BC,5/8/01 0:00,5,12.A281998FA,N
012A290001998FA,12.A291998FA,012A290001998FA,12.A291998FA,1998FA,12,12,"Earth, Atmos, & Planetary Sci",12.A29, 12.A29,12,12,"Earth, Atmos, & Planetary Sci",12.A29, 12.A29,Murder on Meteorite Express,0,Y,N,N,N,N,12,"Earth, Atmos & Planetary Sci",Science,,,,,,,,N,Not for graduate credit,,,0,,,N,,N,86CD649593720327E0440003BACE90BC,5/8/01 0:00,0,12.A291998FA,N
012S220001998FA,12.S221998FA,012S220001998FA,12.S221998FA,1998FA,12,12,"Earth, Atmos, & Planetary Sci",12.S22, 12.S22,12,12,"Earth, Atmos, & Planetary Sci",12.S22, 12.S22,Hands-On Astronomy,0,Y,N,N,N,N,12,"Earth, Atmos & Planetary Sci",Science,"Counselman, Charles",CCOUN12,,,,,,N,Not for graduate credit,,,0,,,N,,N,86CD649593740327E0440003BACE90BC,5/8/01 0:00,0,12.S221998FA,N
011301L011998FA,11.3011998FA,011301L011998FA,11.3011998FA,1998FA,11,11,Urban Studies and Planning,11.301,11.301,11,11,Urban Studies and Planning,11.301,11.301,Urban Design & Development,L01,N,Y,N,N,N,11,Urban Studies and Planning,Architecture and Planning,,,MW1-2.30,W31-301,J,Joint subject,"4.252, 11.301",G,Graduate program,,,,,,N,,N,86CD649592F20327E0440003BACE90BC,5/8/01 0:00,0,11.3011998FA,N
0113310001998FA,11.3311998FA,0042420001998FA,4.2421998FA,1998FA,4,4,Architecture,4.242,4.242,11,11,Urban Studies and Planning,11.331,11.331,Advanced Seminar in City Form,0,Y,N,N,N,N,11,Urban Studies and Planning,Architecture and Planning,"Beinart, Julian",900007226,,,J,Joint subject,"4.242, 11.331",H,Higher level graduate program,,,1,1,13,N,,N,86CD6495914C0327E0440003BACE90BC,5/8/01 0:00,1,11.3311998FA,Y
0113400001998FA,11.3401998FA,0113400001998FA,11.3401998FA,1998FA,11,11,Urban Studies and Planning,11.34,11.34,11,11,Urban Studies and Planning,11.34,11.34,Legal Issues in Devel Process,0,Y,N,N,N,N,11,Urban Studies and Planning,Architecture and Planning,"Bacow, Lawrence",900025190,,,J,Joint subject,"11.340, 15.658",H,Higher level graduate program,,,52,52,56,N,,N,86CD649592F40327E0440003BACE90BC,5/8/01 0:00,52,11.3401998FA,N
011366L011998FA,11.3661998FA,011366L011998FA,11.3661998FA,1998FA,11,11,Urban Studies and Planning,11.366,11.366,11,11,Urban Studies and Planning,11.366,11.366,Planning for Sustainable Devel,L01,N,Y,N,N,N,11,Urban Studies and Planning,Architecture and Planning,,,TR11-12.30, 10-401,J,Joint subject,"1.817, 11.366",G,Graduate program,,,,,,N,,N,86CD649592F80327E0440003BACE90BC,5/8/01 0:00,0,11.3661998FA,N
0113820001998FA,11.3821998FA,0012590001998FA,1.2591998FA,1998FA,1,1,Civil and Environmental Eng,1.259,1.259,11,11,Urban Studies and Planning,11.382,11.382,Transit Management,0,Y,N,N,N,N,11,Urban Studies and Planning,Architecture and Planning,"Wilson, Nigel",900029642,,,J,Joint subject,"1.259, 11.382",H,Higher level graduate program,,,1,1,9,N,,N,86CD649590670327E0440003BACE90BC,5/8/01 0:00,1,11.3821998FA,N
01140L011998FA,11.401998FA,01140L011998FA,11.401998FA,1998FA,11,11,Urban Studies and Planning,11.4,11.4,11,11,Urban Studies and Planning,11.4,11.4,Intro: Housing & Community Dev,L01,N,Y,N,N,N,11,Urban Studies and Planning,Architecture and Planning,,,TR2.30-4,W31-305,,,,G,Graduate program,,,,,,N,,N,86CD649590A10327E0440003BACE90BC,5/8/01 0:00,0,11.401998FA,N
0114270001998FA,11.4271998FA,0156770001998FA,15.6771998FA,1998FA,15,15,Management,15.677,15.677,11,11,Urban Studies and Planning,11.427,11.427,Pub Policy & Human Resources,0,Y,N,N,N,N,11,Urban Studies and Planning,Architecture and Planning,"Osterman, Paul",900021651,,,J,Joint subject,"11.427, 15.677",H,Higher level graduate program,,,5,5,9,N,,N,86CD649594220327E0440003BACE90BC,5/8/01 0:00,5,11.4271998FA,N
011431L011998FA,11.4311998FA,011431L011998FA,11.4311998FA,1998FA,11,11,Urban Studies and Planning,11.431,11.431,11,11,Urban Studies and Planning,11.431,11.431,Real Est Finance & Investment,L01,N,Y,N,N,N,11,Urban Studies and Planning,Architecture and Planning,,,TR2.30-4,W31-301,J,Joint subject,"11.431, 15.426",H,Higher level graduate program,,,,,,N,,N,86CD649592F90327E0440003BACE90BC,5/8/01 0:00,0,11.4311998FA,N
011437L011998FA,11.4371998FA,011437L011998FA,11.4371998FA,1998FA,11,11,Urban Studies and Planning,11.437,11.437,11,11,Urban Studies and Planning,11.437,11.437,Financing Community Econ Devel,L01,N,Y,N,N,N,11,Urban Studies and Planning,Architecture and Planning,,,TR11-12.30,  5-134,,,,G,Graduate program,,,,,,N,,N,86CD649592FA0327E0440003BACE90BC,5/8/01 0:00,0,11.4371998FA,N
011465L011998FA,11.4651998FA,00423L011998FA,4.231998FA,1998FA,4,4,Architecture,4.23,4.23,11,11,Urban Studies and Planning,11.465,11.465,Urban Settlements:SIGUS Wrkshp,L01,N,Y,N,N,N,11,Urban Studies and Planning,Architecture and Planning,,,*CONSULT INSTRUCTOR,,J,Joint subject,"4.23, 11.465",H,Higher level graduate program,,,,,,N,,N,86CD6495901F0327E0440003BACE90BC,5/8/01 0:00,0,11.4651998FA,Y
011521B011998FA,11.5211998FA,011521B011998FA,11.5211998FA,1998FA,11,11,Urban Studies and Planning,11.521,11.521,11,11,Urban Studies and Planning,11.521,11.521,Comp-Based Analysis: Pub Mgt,B01,N,N,Y,N,N,11,Urban Studies and Planning,Architecture and Planning,,,W4-5.30,  1-115,,,,H,Higher level graduate program,,,,,,N,,N,86CD649592FF0327E0440003BACE90BC,5/8/01 0:00,0,11.5211998FA,N
011521L011998FA,11.5211998FA,011521L011998FA,11.5211998FA,1998FA,11,11,Urban Studies and Planning,11.521,11.521,11,11,Urban Studies and Planning,11.521,11.521,Comp-Based Analysis: Pub Mgt,L01,N,Y,N,N,N,11,Urban Studies and Planning,Architecture and Planning,,,TR9-10.30,  9-536,,,,H,Higher level graduate program,,,,,,N,,N,86CD649592FF0327E0440003BACE90BC,5/8/01 0:00,0,11.5211998FA,N
0115260001998FA,11.5261998FA,0012030001998FA,1.2031998FA,1998FA,1,1,Civil and Environmental Eng,1.203,1.203,11,11,Urban Studies and Planning,11.526,11.526,Logistical &Transport Planning,0,Y,N,N,N,N,11,Urban Studies and Planning,Architecture and Planning,"Odoni, Amedeo",900004585,,,J,Joint subject,"1.203, 6.281, 11.526, 13.665, 15.073, 16.76",H,Higher level graduate program,,,1,1,25,N,,N,86CD649590650327E0440003BACE90BC,5/8/01 0:00,1,11.5261998FA,N
0119000001998FA,11.9001998FA,0119000001998FA,11.9001998FA,1998FA,11,11,Urban Studies and Planning,11.9,11.9,11,11,Urban Studies and Planning,11.9,11.9,Doctoral Proseminars,0,Y,N,N,N,N,11,Urban Studies and Planning,Architecture and Planning,"Sanyal, Bishwapriya",900027255,,,,,,H,Higher level graduate program,,,0,,,N,,N,86CD649593020327E0440003BACE90BC,5/8/01 0:00,0,11.9001998FA,Y
0119210001998FA,11.9211998FA,0119210001998FA,11.9211998FA,1998FA,11,11,Urban Studies and Planning,11.921,11.921,11,11,Urban Studies and Planning,11.921,11.921,Spec Sems: Real Estate Develop,0,Y,N,N,N,N,11,Urban Studies and Planning,Architecture and Planning,"Sanyal, Bishwapriya",900027255,,,,,,H,Higher level graduate program,,,0,,,N,,N,86CD649593050327E0440003BACE90BC,5/8/01 0:00,0,11.9211998FA,Y
011942L011998FA,11.9421998FA,011942L011998FA,11.9421998FA,1998FA,11,11,Urban Studies and Planning,11.942,11.942,11,11,Urban Studies and Planning,11.942,11.942,Spec Studies: Urb Studies &Pl,L01,N,Y,N,N,N,11,Urban Studies and Planning,Architecture and Planning,,,W EVE (5-7 PM),  7-335,,,,H,Higher level graduate program,,,,,,N,,N,86CD649593080327E0440003BACE90BC,5/8/01 0:00,0,11.9421998FA,Y
0119470001998FA,11.9471998FA,0119470001998FA,11.9471998FA,1998FA,11,11,Urban Studies and Planning,11.947,11.947,11,11,Urban Studies and Planning,11.947,11.947,Spec Studies: Urb Studies &Pl,0,Y,N,N,N,N,11,Urban Studies and Planning,Architecture and Planning,"Vale, Lawrence",900024145,,,,,,H,Higher level graduate program,,,7,7,,N,,N,86CD6495930A0327E0440003BACE90BC,5/8/01 0:00,7,11.9471998FA,Y
011949R011998FA,11.9491998FA,011949R011998FA,11.9491998FA,1998FA,11,11,Urban Studies and Planning,11.949,11.949,11,11,Urban Studies and Planning,11.949,11.949,Spec Studies: Urb Studies &Pl,R01,N,N,N,Y,N,11,Urban Studies and Planning,Architecture and Planning,,,TR11-12.30,  1-375,,,,H,Higher level graduate program,,,,,,N,,N,86CD6495930B0327E0440003BACE90BC,5/8/01 0:00,0,11.9491998FA,Y
0119560001998FA,11.9561998FA,0119560001998FA,11.9561998FA,1998FA,11,11,Urban Studies and Planning,11.956,11.956,11,11,Urban Studies and Planning,11.956,11.956,Spec Studies: Urb Studies &Pl,0,Y,N,N,N,N,11,Urban Studies and Planning,Architecture and Planning,"Sanyal, Bishwapriya",900027255,,,,,,H,Higher level graduate program,,,0,,,N,,N,86CD6495930E0327E0440003BACE90BC,5/8/01 0:00,0,11.9561998FA,Y
018030001997SU,18.031997SU,018030001997SU,18.031997SU,1997SU,18,18,Mathematics,18.03,18.03,18,18,Mathematics,18.03,18.03,Differential Equations,0,Y,N,N,N,N,18,Mathematics,Science,,,,,,,,N,Not for graduate credit,,,7,7,,N,,N,86CD64958F070327E0440003BACE90BC,5/8/01 0:00,7,18.031997SU,N
0180750001997SU,18.0751997SU,0180750001997SU,18.0751997SU,1997SU,18,18,Mathematics,18.075,18.075,18,18,Mathematics,18.075,18.075,Adv Calculus for Engineers I,0,Y,N,N,N,N,18,Mathematics,Science,,,,,,,,H,Higher level graduate program,,,31,31,,N,,N,86CD64958F9C0327E0440003BACE90BC,5/8/01 0:00,31,18.0751997SU,N
0180760001997SU,18.0761997SU,0180760001997SU,18.0761997SU,1997SU,18,18,Mathematics,18.076,18.076,18,18,Mathematics,18.076,18.076,Adv Calculus for Engineers II,0,Y,N,N,N,N,18,Mathematics,Science,,,,,,,,H,Higher level graduate program,,,7,7,,N,,N,86CD64958F9D0327E0440003BACE90BC,5/8/01 0:00,7,18.0761997SU,N
0180850001997SU,18.0851997SU,0180850001997SU,18.0851997SU,1997SU,18,18,Mathematics,18.085,18.085,18,18,Mathematics,18.085,18.085,Math Methods for Engineers I,0,Y,N,N,N,N,18,Mathematics,Science,,,,,,,,H,Higher level graduate program,,,32,32,,N,,N,86CD64958F9E0327E0440003BACE90BC,5/8/01 0:00,32,18.0851997SU,N
0180890001997SU,18.0891997SU,0180890001997SU,18.0891997SU,1997SU,18,18,Mathematics,18.089,18.089,18,18,Mathematics,18.089,18.089,Review of Mathematics,0,Y,N,N,N,N,18,Mathematics,Science,,,,,,,,G,Graduate program,,,6,6,,N,,N,86CD64958FA00327E0440003BACE90BC,5/8/01 0:00,6,18.0891997SU,N
0181000001997SU,18.1001997SU,0181000001997SU,18.1001997SU,1997SU,18,18,Mathematics,18.1,18.1,18,18,Mathematics,18.1,18.1,Analysis I,0,Y,N,N,N,N,18,Mathematics,Science,,,,,,,,H,Higher level graduate program,,,0,,,N,,N,86CD64958FA10327E0440003BACE90BC,5/8/01 0:00,0,18.1001997SU,N
0184100001997SU,18.4101997SU,0060460001997SU,6.0461997SU,1997SU,6,6,Electrical Eng & Computer Sci,6.046,6.046,18,18,Mathematics,18.41,18.41,Intro to Algorithms,0,Y,N,N,N,N,18,Mathematics,Science,"Goemans, Michel",900008602,,,J,Joint subject,"6.046, 18.410",N,Not for graduate credit,,,0,,0,N,,N,86CD64958F260327E0440003BACE90BC,5/8/01 0:00,0,18.4101997SU,N
018NIV0001997SU,18.NIV1997SU,018NIV0001997SU,18.NIV1997SU,1997SU,18,18,Mathematics,18.NIV, 18.NIV,18,18,Mathematics,18.NIV, 18.NIV,Visiting Student Research,0,Y,N,N,N,N,18,Mathematics,Science,,,,,,,,N,Not for graduate credit,,,1,1,,N,,N,,5/8/01 0:00,1,18.NIV1997SU,Y
018THG0001997SU,18.THG1997SU,018THG0001997SU,18.THG1997SU,1997SU,18,18,Mathematics,18.THG, 18.THG,18,18,Mathematics,18.THG, 18.THG,Graduate Thesis,0,Y,N,N,N,N,18,Mathematics,Science,,,,,,,,H,Higher level graduate program,,,17,17,,N,,N,86CD64958FA50327E0440003BACE90BC,5/8/01 0:00,17,18.THG1997SU,Y
020THG0001997SU,20.THG1997SU,020THG0001997SU,20.THG1997SU,1997SU,20,20,Prog in Applied Biological Sci,20.THG, 20.THG,20,20,Prog in Applied Biological Sci,20.THG, 20.THG,Thesis,0,Y,N,N,N,N,20,Prog in Applied Biological Sci,Science,,,,,,,,H,Higher level graduate program,,,0,,,N,,N,86CD64958FA60327E0440003BACE90BC,5/8/01 0:00,0,20.THG1997SU,Y
0229010001997SU,22.9011997SU,0229010001997SU,22.9011997SU,1997SU,22,22,Nuclear Engineering,22.901,22.901,22,22,Nuclear Engineering,22.901,22.901,Spec Prob: Nuclear Eng,0,Y,N,N,N,N,22,Nuclear Engineering,Engineering,,,,,,,,H,Higher level graduate program,,,11,11,,N,,N,86CD64958FA80327E0440003BACE90BC,5/8/01 0:00,11,22.9011997SU,Y
0229020001997SU,22.9021997SU,0229020001997SU,22.9021997SU,1997SU,22,22,Nuclear Engineering,22.902,22.902,22,22,Nuclear Engineering,22.902,22.902,Spec Prob: Nuclear Eng,0,Y,N,N,N,N,22,Nuclear Engineering,Engineering,,,,,,,,H,Higher level graduate program,,,3,3,,N,,N,86CD64958FA90327E0440003BACE90BC,5/8/01 0:00,3,22.9021997SU,Y
022NIV0001997SU,22.NIV1997SU,022NIV0001997SU,22.NIV1997SU,1997SU,22,22,Nuclear Engineering,22.NIV, 22.NIV,22,22,Nuclear Engineering,22.NIV, 22.NIV,Visiting Student Research,0,Y,N,N,N,N,22,Nuclear Engineering,Engineering,,,,,,,,N,Not for graduate credit,,,3,3,,N,,N,,5/8/01 0:00,3,22.NIV1997SU,Y
022THG0001997SU,22.THG1997SU,022THG0001997SU,22.THG1997SU,1997SU,22,22,Nuclear Engineering,22.THG, 22.THG,22,22,Nuclear Engineering,22.THG, 22.THG,Graduate Thesis,0,Y,N,N,N,N,22,Nuclear Engineering,Engineering,,,,,,,,H,Higher level graduate program,,,48,48,,N,,N,86CD64958FAC0327E0440003BACE90BC,5/8/01 0:00,48,22.THG1997SU,Y
024NIV0001997SU,24.NIV1997SU,024NIV0001997SU,24.NIV1997SU,1997SU,24,24,Linguistics and Philosophy,24.NIV, 24.NIV,24,24,Linguistics and Philosophy,24.NIV, 24.NIV,Visiting Student Research,0,Y,N,N,N,N,24,Linguistics and Philosophy,"Hum, Arts & Social Sciences",,,,,,,,N,Not for graduate credit,,,0,,,N,,N,,5/8/01 0:00,0,24.NIV1997SU,Y
024THG0001997SU,24.THG1997SU,024THG0001997SU,24.THG1997SU,1997SU,24,24,Linguistics and Philosophy,24.THG, 24.THG,24,24,Linguistics and Philosophy,24.THG, 24.THG,Thesis,0,Y,N,N,N,N,24,Linguistics and Philosophy,"Hum, Arts & Social Sciences",,,,,,,,H,Higher level graduate program,,,4,4,,N,,N,86CD64958FB00327E0440003BACE90BC,5/8/01 0:00,4,24.THG1997SU,Y
0MS1010001997SU,MS.1011997SU,0MS1010001997SU,MS.1011997SU,1997SU,MS, MS,Military Science (ROTC),MS.101, MS.101,MS, MS,Military Science (ROTC),MS.101, MS.101,The Army,0,Y,N,N,N,N,MS,Military Science (ROTC),"MIT, academic",,,,,,,,N,Not for graduate credit,,,0,,,N,,N,86CD64958FB20327E0440003BACE90BC,5/8/01 0:00,0,MS.1011997SU,N
0MS2010001997SU,MS.2011997SU,0MS2010001997SU,MS.2011997SU,1997SU,MS, MS,Military Science (ROTC),MS.201, MS.201,MS, MS,Military Science (ROTC),MS.201, MS.201,Intermed Milit Skills I,0,Y,N,N,N,N,MS,Military Science (ROTC),"MIT, academic",,,,,,,,N,Not for graduate credit,,,0,,,N,,N,86CD64958FB40327E0440003BACE90BC,5/8/01 0:00,0,MS.2011997SU,N
0SP1000001997SU,SP.1001997SU,0SP1000001997SU,SP.1001997SU,1997SU,SP, SP,Special Programs,SP.100, SP.100,SP, SP,Special Programs,SP.100, SP.100,Project Interphase,0,Y,N,N,N,N,SP,Special Programs,"MIT, academic",,,,,,,,N,Not for graduate credit,,,61,61,,N,,N,,5/8/01 0:00,61,SP.1001997SU,N
21ANIV0001997SU,21A.NIV1997SU,21ANIV0001997SU,21A.NIV1997SU,1997SU,21A,21A,Anthropology,21A.NIV,21A.NIV,21A,21A,Anthropology,21A.NIV,21A.NIV,Visiting Student Research,0,Y,N,N,N,N,21A,Anthropology,"Hum, Arts & Social Sciences",,,,,,,,N,Not for graduate credit,,,0,,,N,,N,,5/8/01 0:00,0,21A.NIV1997SU,Y
21F5010001997SU,21F.5011997SU,21F5010001997SU,21F.5011997SU,1997SU,21F,21F,Foreign Languages/Literatures,21F.501,21F.501,21F,21F,Foreign Languages/Literatures,21F.501,21F.501,Beginning Japanese I,0,Y,N,N,N,N,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences",,,,,,,,N,Not for graduate credit,,,0,,,N,,N,86CD64958FBD0327E0440003BACE90BC,5/8/01 0:00,0,21F.5011997SU,N
21F8640001997SU,21F.8641997SU,21F8640001997SU,21F.8641997SU,1997SU,21F,21F,Foreign Languages/Literatures,21F.864,21F.864,21F,21F,Foreign Languages/Literatures,21F.864,21F.864,Intro to Japanese Culture,0,Y,N,N,N,N,21F,Foreign Languages/Literatures,"Hum, Arts & Social Sciences",,,,,,,,N,Not for graduate credit,,,0,,,N,,N,86CD64958FBF0327E0440003BACE90BC,5/8/01 0:00,0,21F.8641997SU,N
