Fclt Building Hist Key,Fiscal Period,Fclt Building Key,Building Number,Parent Building Number,Parent Building Name,Parent Building Name Long,Building Name Long,Ext Gross Area,Assignable Area,Non Assignable Area,Site,Campus Sector,Access Level Code,Access Level Name,Building Type,Ownership Type,Building Use,Occupancy Class,Building Height,Cost Center Code,Cost Collector Key,Latitude Wgs,Longitude Wgs,Easting X Spcs,Northing Y Spcs,Building Sort,Building Named For,Building Name,Date Built,Date Acquired,Date Occupied,Warehouse Load Date,Num Of Rooms
64-201507,201507,64,64,"","","",Alumni Houses: Walcott Bemis Goodale,"73,432.63","48,459.39","17,436.67",MIT,MAIN GROUP,2.00,2,RESIDENT,OWNED,DHOA,UGR2,52.30,"","",42.3604,-71.08814,"767,480.06446","2,956,629.36143",64,"ALBERT F. BEMIS, WILLIAM W. WALCOTT, CHARLES WARREN GOODALE",EAST CAMPUS: WALCOTT BEMIS GOODALE,09/01/23 12:00 AM,"",04/01/24 12:00 AM,02/01/15 05:16 AM,0
66-201507,201507,66,66,"","","",Ralph Landau Building,"133,798.25","71,195.03","47,012.55",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,UGBA3,74.30,1816600,1816600,42.36092,-71.08903,"767,239.13493","2,956,816.07395",66,RALPH LANDAU,LANDAU BUILDING,08/01/73 12:00 AM,"",12/31/76 12:00 AM,02/01/15 05:16 AM,321
68-201507,201507,68,68,"","","",David H. Koch Biology Building,"260,390.37","155,877.11","80,678.71",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,UGB,104.80,1816800,1816800,42.36162,-71.08864,"767,343.49146","2,957,072.22739",68,"",KOCH BIOLOGY BUILDING,04/01/91 12:00 AM,"",10/07/94 12:00 AM,02/01/15 05:16 AM,975
6B-201507,201507,6B,6B,"","","",Solvent Storage,"1,680.39",643.66,874.79,MIT,MAIN GROUP,0.00,0,SERVICE,OWNED,AER,UGHH,11.70,1810600,1810600,42.35941,-71.09067,"766,797.02686","2,956,263.93869",06B,"",SOLVENT STORAGE,12/31/20 12:00 AM,"",12/31/21 12:00 AM,02/01/15 05:16 AM,4
6C-201507,201507,6C,6C,"","","",PDSI,"51,146.78","16,126.28","27,824.36",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,UGE,92.00,1810600,1810600,42.35967,-71.09084,"766,752.96513","2,956,359.21569",06C,"",BUILDING 6C,05/01/07 12:00 AM,"",05/01/07 12:00 AM,02/01/15 05:16 AM,117
76-201507,201507,76,76,"","","",David H. Koch Institute For Integrative Cancer Research,"367,688.6","200,729.84","124,585.07",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,(NULL),0.00,1810700,1810700,42.3623,-71.08928,"767,170.13363","2,957,317.073",76,"",D H KOCH IN FICR,"","","",02/01/15 05:16 AM,923
7A-201507,201507,7A,7A,"","","",Rotch Library Extension,"18,501.98","14,974.7","2,388.47",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,UGA3,77.00,1810700,1810700,42.3595,-71.09319,"766,116.10803","2,956,291.65972",07A,"",ROTCH LIBRARY EXTENSION,12/31/89 12:00 AM,"",07/11/90 12:00 AM,02/01/15 05:16 AM,75
E1-201507,201507,E1,E1,"","","",Gray House (Formerly President's House),"18,642.53","11,190.61","4,967.95",MIT,EAST,1.00,1,RESIDENT,OWNED,AER,UGR4,52.00,1820100,1820100,42.3596,-71.08696,"767,799.54882","2,956,338.58766",E01,"",GRAY HOUSE,07/01/13 12:00 AM,"",07/01/17 12:00 AM,02/01/15 05:16 AM,139
E2-201507,201507,E2,E2,"","","",Senior House,"64,670.53","36,222.25","18,156.46",MIT,EAST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,63.70,1346000,1346000,42.35996,-71.08687,"767,825.21787","2,956,467.41243",E02,"WARE, ATKINSON,RUNKLE,CRAFTS,NICHOLS,HOLMAN",SENIOR HOUSE,07/01/13 12:00 AM,"",07/01/16 12:00 AM,02/01/15 05:16 AM,314
N4-201507,201507,N4,N4,"","","",Albany Street Parking Garage,"143,032.14","129,868.34","5,780.48",MIT,NORTH,2.00,2,SERVICE,OWNED,GAR,UGS2,56.30,1850400,1850400,42.36203,-71.09278,"766,223.39595","2,957,217.22357",N04,"",ALBANY GARAGE,12/31/66 12:00 AM,"",10/01/66 12:00 AM,02/01/15 05:16 AM,36
N9-201507,201507,N9,N9,"","","",Superconducting Generator Test Facility,"5,957.13","5,352.27",153.75,MIT,NORTH,1.00,1,ACADEMIC,OWNED,AER,UGB,32.70,1850900,1850900,42.36095,-71.09519,"765,573.01373","2,956,820.15089",N09,"",SUPERCONDUCTING TEST FACILITY,"","",12/31/78 12:00 AM,02/01/15 05:16 AM,14
W1-201507,201507,W1,W1,"","","",Fariborz Maseeh Hall,"189,693.16","107,518.76","43,357.57",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,74.50,1345000,1345000,42.35762,-71.09351,"766,033.6849","2,955,606.76323",W01,AVERY ALLEN ASHDOWN,FARIBORZ MASEEH HALL,12/31/00 12:00 AM,12/31/37 12:00 AM,12/31/39 12:00 AM,02/01/15 05:16 AM,555
W2-201507,201507,W2,W2,"","","",Building W2,"9,599.32","5,252.17","2,749.42",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGBR1,37.10,"","",42.35726,-71.09384,"765,945.06405","2,955,474.6658",W02,"",BUILDING W2,12/31/00 12:00 AM,07/01/63 12:00 AM,12/31/67 12:00 AM,02/01/15 05:16 AM,64
W4-201507,201507,W4,W4,"","","",Stanley McCormick Hall,"128,989.56","66,792.4","43,493.47",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,89.20,1346800,1346800,42.35718,-71.09442,"765,787.85673","2,955,447.20288",W04,STANLEY MCCORMICK,MCCORMICK HALL,03/01/62 12:00 AM,"",09/01/63 12:00 AM,02/01/15 05:16 AM,562
W5-201507,201507,W5,W5,"","","",Ida Flansburgh Green Hall,"19,010.96","9,843.29","5,586.45",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,53.20,1345500,1345500,42.35692,-71.0951,"765,605.05647","2,955,350.09885",W05,IDA FLANSBURGH GREEN,GREEN HALL,12/31/01 12:00 AM,07/01/63 12:00 AM,12/31/70 12:00 AM,02/01/15 05:16 AM,110
W7-201507,201507,W7,W7,"","","",Everett Moore Baker House,"133,099.42","77,423.81","41,632.04",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,76.40,1345300,1345300,42.3567,-71.09579,"765,418.63265","2,955,268.6408",W07,EVERETT MOORE BAKER,BAKER HOUSE,10/01/47 12:00 AM,"",12/31/49 12:00 AM,02/01/15 05:16 AM,497
W8-201507,201507,W8,W8,"","","",Harold Whitworth Pierce Boathouse,"21,710.72","16,613.48","3,721.46",MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGA3,24.10,1830800,1830800,42.35531,-71.09683,"765,141.26844","2,954,762.44609",W08,HAROLD WHITWORTH PIERCE,PIERCE BOATHOUSE,06/01/65 12:00 AM,"",12/31/67 12:00 AM,02/01/15 05:16 AM,34
NW35-201506,201506,NW35,NW35,"","","",Ashdown House,"252,835.49","157,640.89","58,073.35",MIT,NORTHWEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,60.00,1345770,1345770,42.3588,-71.10144,"763,888.73286","2,956,026.74738",NW35,"",ASHDOWN HOUSE,01/01/08 12:00 AM,"",07/01/08 12:00 AM,01/01/15 05:18 AM,568
NW61-201506,201506,NW61,NW61,"","","",Random Hall,"39,469.53","25,567.13","7,590.42",MIT,NORTHWEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,48.30,1347400,1347400,42.36184,-71.09829,"764,735.81396","2,957,141.02766",NW61,"",RANDOM HALL,12/30/99 12:00 AM,"",12/31/68 12:00 AM,01/01/15 05:18 AM,185
NW86-201506,201506,NW86,NW86,"","","",70 Pacific Street Dormitory,"362,686.82","251,368.74","63,800.8",MIT,NORTHWEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,106.40,1348300,1348300,42.35972,-71.10222,"763,676.49545","2,956,361.96176",NW86,"",70 PACIFIC STREET DORMITORY,02/01/01 12:00 AM,"",08/01/02 12:00 AM,01/01/15 05:18 AM,710
OC11-201506,201506,OC11,OC11,"","","",1 Summer Street,"8,789.53","6,630.71",0,BOS,OFFCAMPUS,1.00,1,SERVICE,LEASED,AER,(NULL),"",1897100,1897100,"","","","",OC11,"",1 SUMMER STREET BOSTON MA,"","",01/01/08 12:00 AM,01/01/15 05:18 AM,2
OC1A-201506,201506,OC1A,OC1A,"","","",Edward Pennell Brooks Center,"15,136.28","9,683.6","3,351.5",END,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,OTH,UGR1A3,"","","",42.25434,-71.19439,"738,903.0968","2,917,857.95057",OC01A,EDWARD PENNELL BROOKS,EDWARD PENNELL BROOKS CENTER,12/31/82 12:00 AM,"",12/31/83 12:00 AM,01/01/15 05:18 AM,115
OC20-201506,201506,OC20,OC20,"","","",8 Tyler Street,"18,705.96","18,190.1",0,SOM,OFFCAMPUS,1.00,1,SERVICE,LEASED,AER,(NULL),0.00,"","","","","","",OC20,"",8 TYLER STREET,03/21/14 12:00 AM,"",02/06/12 12:00 AM,01/01/15 05:18 AM,5
OC21-201506,201506,OC21,OC21,"","","",Wallace Astrophysical Observatory,"3,109.94","2,815.19",0,HAY,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,UGBR3,"","","",42.61043,-71.48397,"660,483.31698","3,047,480.88144",OC21,GEORGE R. WALLACE JR.,WALLACE ASTROPHYSICAL OBSERVATORY,"","",10/14/71 12:00 AM,01/01/15 05:18 AM,16
OC22-201506,201506,OC22,OC22,"","","",Westford Optics Facility (Haystack),881.78,794.16,0.03,HAY,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,UGB,"",1878000,1878000,42.61186,-71.48467,"660,292.40228","3,047,999.88535",OC22,"",WESTFORD OPTICS FACILITY (HAYSTACK),"","","",01/01/15 05:18 AM,3
OC23-201506,201506,OC23,OC23,"","","",Wallace Geophysical Observatory,"2,034.38","1,617.25",0,HAY,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,UGB,"",1878100,1878100,42.61006,-71.48989,"658,888.89276","3,047,344.64548",OC23,GEORGE R. WALLACE JR.,WALLACE GEOPHYSICAL OBSERVATORY,"","",05/20/70 12:00 AM,01/01/15 05:18 AM,6
OC24-201506,201506,OC24,OC24,"","","",Haystack Antenna Facility,"9,060.39","7,042.49",849.63,HAY,OFFCAMPUS,1.00,1,ACADEMIC,LEASED,AER,UGB,"","","",42.61305,-71.49373,"657,854.40782","3,048,434.27866",OC24,"",HAYSTACK ANTENNA FACILITY,"","",01/01/80 12:00 AM,01/01/15 05:18 AM,31
OC25-201506,201506,OC25,OC25,"","","",Haystack Observatory,"42,922.56","32,925.58","4,266.76",HAY,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,UGB,"","","",42.62335,-71.48824,"659,331.98663","3,052,186.76552",OC25,"",HAYSTACK OBSERVATORY,"","","",01/01/15 05:18 AM,155
OC26-201506,201506,OC26,OC26,"","","",Haystack Atmospheric Sciences Building,"1,396.85","1,220.02",30.67,HAY,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,UGB,"","","",42.61878,-71.49063,"658,688.02823","3,050,520.56256",OC26,"",HAYSTACK ATMOSPHERIC SCIENCES BUILDING,"","","",01/01/15 05:18 AM,10
OC31-201506,201506,OC31,OC31,"","","",Katahdin Hill 1,"21,163.64","13,246.98","5,884.84",LINC,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,OTH,(NULL),"","","","","","","",OC31,"",KATAHDIN HILL 1,"","","",01/01/15 05:18 AM,95
OC32-201506,201506,OC32,OC32,"","","",Lexington Field House,"18,635.38","14,812.52","2,425.79",LINC,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,OTH,(NULL),"","","","","","","",OC32,"",LEXINGTON FIELD HOUSE,"","","",01/01/15 05:18 AM,19
OC33-201506,201506,OC33,OC33,"","","",Annex 3,"12,421.75","8,671.97","2,463.49",LINC,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,OTH,(NULL),"","","","","","","",OC33,"",ANNEX 3,"","","",01/01/15 05:18 AM,37
OC35-201506,201506,OC35,OC35,"","","",Annex V,"25,834.27","16,761.01","6,385.23",LINC,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,OTH,(NULL),"","","","","","","",OC35,"",ANNEX V,"","","",01/01/15 05:18 AM,91
OC36-201506,201506,OC36,OC36,"","","",Annex 6,"6,910.33","4,364.63","1,851.64",LINC,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,OTH,(NULL),"","","","","","","",OC36,"",ANNEX 6,"","","",01/01/15 05:18 AM,28
OC40-201506,201506,OC40,OC40,"","","",MASS GREEN HIGH PERFORMANCE COMPUTING CENTER,"1,469.02","1,469.03",0,HOLYOKE,OFFCAMPUS,3.00,3,SERVICE,LEASED,AER,(NULL),0.00,"","","","","","",OC40,"",MASS GREEN HIGH PERFORMANCE COMPUTING CENTER,03/21/14 12:00 AM,"",11/01/12 12:00 AM,01/01/15 05:18 AM,4
W51C-201506,201506,W51C,W51C,"","","",405 Memorial Drive - Pi Phi,"17,286.8","10,707.53","3,946.3",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","",42.35619,-71.09724,"765,027.6508","2,955,080.48747",W51C,"",405 MEMORIAL DRIVE,"","","",01/01/15 05:18 AM,85
W53A-201506,201506,W53A,W53A,"","","",J B Carr Indoor Tennis Facility (Office),"1,159.47",694.95,259.08,MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGB,12.40,"","",42.35698,-71.09735,"764,996.70269","2,955,368.71583",W53A,JASPER B. CARR,CARR INDOOR TENNIS FACILITY (OFFICE),10/01/84 12:00 AM,"",05/01/85 12:00 AM,01/01/15 05:18 AM,10
W53B-201506,201506,W53B,W53B,"","","",J B Carr Indoor Tennis Facility (Office),140,121.25,0,MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGB,9.00,"","",42.35697,-71.09695,"765,106.01836","2,955,365.02105",W53B,"",DUPONT TENNIS COURTS (OFFICE),"","","",01/01/15 05:18 AM,2
W53C-201506,201506,W53C,W53C,"","","",Building W53C,180,0,151.33,MIT,WEST,2.00,2,SERVICE,OWNED,OTH,UGU,"","","","","","","",W53C,"",BUILDING W53C,10/01/08 12:00 AM,"","",01/01/15 05:18 AM,1
W53D-201506,201506,W53D,W53D,"","","",J B Carr Indoor Tennis Facility(Svc),142.94,112.5,0,MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGB,"","","","","","","",W53D,"",CARR INDOOR TENNIS FACILITY(SVC),"","","",01/01/15 05:18 AM,1
W57A-201506,201506,W57A,W57A,"","","",Building W57A,117,91.07,0,MIT,WEST,3.00,3,SERVICE,OWNED,OTH,UGA1,0.00,"","","","","","",W57A,"",BUILDING W57A,03/21/14 12:00 AM,"","",01/01/15 05:18 AM,1
W61A-201506,201506,W61A,W61A,W61,MACGREGOR HOUSE,Frank S MacGregor House,Frank S MacGregor House (Wing A),"12,634.2","7,778.22","2,879.06",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W61A,"",MACGREGOR HOUSE (A),"","","",01/01/15 05:18 AM,95
W61B-201506,201506,W61B,W61B,W61,MACGREGOR HOUSE,Frank S MacGregor House,Frank S MacGregor House (Wing B),"12,634.2","7,796.56","2,861.81",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W61B,"",MACGREGOR HOUSE (B),"","","",01/01/15 05:18 AM,95
W61C-201506,201506,W61C,W61C,W61,MACGREGOR HOUSE,Frank S MacGregor House,Frank S MacGregor House (Wing C),"12,634.2","7,814.56","2,844.4",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W61C,"",MACGREGOR HOUSE (C),"","","",01/01/15 05:18 AM,95
W61D-201506,201506,W61D,W61D,W61,MACGREGOR HOUSE,Frank S MacGregor House,Frank S MacGregor House (Wing D),"12,498.73","7,668.85","2,742.54",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W61D,"",MACGREGOR HOUSE (D),"","","",01/01/15 05:18 AM,95
W61E-201506,201506,W61E,W61E,W61,MACGREGOR HOUSE,Frank S MacGregor House,Frank S MacGregor House (Wing E),"11,664.6","6,694.73","2,737.87",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W61E,"",MACGREGOR HOUSE (E),"","","",01/01/15 05:18 AM,91
W61F-201506,201506,W61F,W61F,W61,MACGREGOR HOUSE,Frank S MacGregor House,Frank S MacGregor House (Wing F),"12,611.59","8,337.02","1,778.93",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W61F,"",MACGREGOR HOUSE (F),"","","",01/01/15 05:18 AM,102
W61G-201506,201506,W61G,W61G,W61,MACGREGOR HOUSE,Frank S MacGregor House,Frank S MacGregor House (Wing G),"12,942.63","9,430.07","1,289.78",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W61G,"",MACGREGOR HOUSE (G),"","","",01/01/15 05:18 AM,99
W61H-201506,201506,W61H,W61H,W61,MACGREGOR HOUSE,Frank S MacGregor House,Frank S MacGregor House (Wing H),"13,259.73","9,390.22","1,564.62",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W61H,"",MACGREGOR HOUSE (H),"","","",01/01/15 05:18 AM,103
W61J-201506,201506,W61J,W61J,W61,MACGREGOR HOUSE,Frank S MacGregor House,Frank S MacGregor House (Wing J),"9,271.12","6,133.88","1,247.18",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W61J,"",MACGREGOR HOUSE (J),"","","",01/01/15 05:18 AM,75
W61M-201506,201506,W61M,W61M,W61,MACGREGOR HOUSE,Frank S MacGregor House,Frank S MacGregor House (Wing M),"4,827.23","4,368.53",24.48,MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W61M,"",MACGREGOR HOUSE (M),"","","",01/01/15 05:18 AM,4
W70A-201506,201506,W70A,W70A,W70,NEW HOUSE,New West Campus Houses,New West Campus Houses (Wing A),"24,005.53","13,173.52","8,379.57",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W70A,"",NEW HOUSE (A),"","","",01/01/15 05:18 AM,105
W70B-201506,201506,W70B,W70B,W70,NEW HOUSE,New West Campus Houses,New West Campus Houses (Wing B),"16,117.42","9,959.18","4,187.49",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W70B,"",NEW HOUSE (B),"","","",01/01/15 05:18 AM,95
W70C-201506,201506,W70C,W70C,W70,NEW HOUSE,New West Campus Houses,New West Campus Houses (Wing C),"17,991.16","11,584.7","4,274.43",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W70C,"",NEW HOUSE (C),"","","",01/01/15 05:18 AM,104
W70D-201506,201506,W70D,W70D,W70,NEW HOUSE,New West Campus Houses,New West Campus Houses (Wing D),"16,559.95","10,065.74","4,458.48",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W70D,"",NEW HOUSE (D),"","","",01/01/15 05:18 AM,98
W70E-201506,201506,W70E,W70E,W70,NEW HOUSE,New West Campus Houses,New West Campus Houses (Wing E),"17,792.83","11,278.04","4,385.7",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W70E,"",NEW HOUSE (E),"","","",01/01/15 05:18 AM,106
W70F-201506,201506,W70F,W70F,W70,NEW HOUSE,New West Campus Houses,New West Campus Houses (Wing F),"15,420.13","8,893.95","4,498.52",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W70F,"",NEW HOUSE (F),"","","",01/01/15 05:18 AM,96
W70G-201506,201506,W70G,W70G,W70,NEW HOUSE,New West Campus Houses,New West Campus Houses (Wing G),"3,886.9","1,648.29","1,972.51",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,"","","","","","","",W70G,"",NEW HOUSE (G),"","","",01/01/15 05:18 AM,15
W85A-201506,201506,W85A,W85A,W85ABC,WESTGATE (ABC),Westgate ABC,Westgate A Married Student Housing,"4,686.42","3,725.83",453.68,MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,(NULL),"","","","","","","",W85A,"",WESTGATE (A),"","","",01/01/15 05:18 AM,11
W85B-201506,201506,W85B,W85B,W85ABC,WESTGATE (ABC),Westgate ABC,Westgate B Married Student Housing,"4,635.79","3,705.6",453.68,MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,(NULL),"","","","","","","",W85B,"",WESTGATE (B),"","","",01/01/15 05:18 AM,10
W85C-201506,201506,W85C,W85C,W85ABC,WESTGATE (ABC),Westgate ABC,Westgate C Married Student Housing,"4,661.33","3,701.95",454.98,MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,(NULL),"","","","","","","",W85C,"",WESTGATE (C),"","","",01/01/15 05:18 AM,10
W85D-201506,201506,W85D,W85D,W85DE,WESTGATE (DE),Westgate DE,Westgate D Married Student Housing,"4,667.7","3,713.09",454.55,MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,(NULL),"","","","","","","",W85D,"",WESTGATE (D),"","","",01/01/15 05:18 AM,10
W85E-201506,201506,W85E,W85E,W85DE,WESTGATE (DE),Westgate DE,Westgate E Married Student Housing,"4,653.21","3,704.69",449.76,MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,(NULL),"","","","","","","",W85E,"",WESTGATE (E),"","","",01/01/15 05:18 AM,10
W85F-201506,201506,W85F,W85F,W85FG,WESTGATE (FG),Westgate FG,Westgate F Married Student Housing,"4,667.7","3,713.09",454.55,MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,(NULL),"","","","","","","",W85F,"",WESTGATE (F),"","","",01/01/15 05:18 AM,10
W85G-201506,201506,W85G,W85G,W85FG,WESTGATE (FG),Westgate FG,Westgate G Married Student Housing,"4,653.21","3,704.69",449.76,MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,(NULL),"","","","","","","",W85G,"",WESTGATE (G),"","","",01/01/15 05:18 AM,10
W85H-201506,201506,W85H,W85H,W85HJK,WESTGATE (HJK),Westgate HJK,Westgate H Married Student Housing,"4,677.62","3,727.52",445.9,MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,(NULL),"","","","","","","",W85H,"",WESTGATE (H),"","","",01/01/15 05:18 AM,10
W85J-201506,201506,W85J,W85J,W85HJK,WESTGATE (HJK),Westgate HJK,Westgate J Married Student Housing,"4,630.7","3,701.56",451.91,MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,(NULL),"","","","","","","",W85J,"",WESTGATE (J),"","","",01/01/15 05:18 AM,10
W85K-201506,201506,W85K,W85K,W85HJK,WESTGATE (HJK),Westgate HJK,Westgate K Married Student Housing,"4,687.15","3,721.22",460.59,MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,(NULL),"","","","","","","",W85K,"",WESTGATE (K),"","","",01/01/15 05:18 AM,10
WW15-201506,201506,WW15,WW15,"","","",Building WW15,"42,145.75","37,499.92","2,824.04",MIT,WESTWEST,2.00,2,SERVICE,OWNED,AER,UGS2,16.00,1846500,1846500,42.35536,-71.10947,"761,724.03371","2,954,764.37927",WW15,"",BUILDING WW15,12/31/69 12:00 AM,"","",01/01/15 05:18 AM,106
WW25-201506,201506,WW25,WW25,"","","",Building WW25,"2,300.01","2,300",0,MIT,WESTWEST,2.00,2,SERVICE,LEASED,OTH,UGS1,"","","",42.35574,-71.10633,"762,572.95558","2,954,905.50793",WW25,"",BUILDING WW25,"","","",01/01/15 05:18 AM,2
NW12A-201506,201506,NW12A,NW12A,"","","",Nuclear Reactor Lab,382.61,311.78,0,MIT,NORTHWEST,0.00,0,ACADEMIC,OWNED,AER,UGB,0.00,"","","","","","",NW12A,"",BUILDING 12A,03/21/14 12:00 AM,"","",01/01/15 05:18 AM,1
NW86P-201506,201506,NW86P,NW86P,"","","",70 Pacific Street Dormitory Garage,"52,869.94","42,666.46","6,075.51",MIT,NORTHWEST,2.00,2,SERVICE,OWNED,GAR,UGS2,"","","","","","","",NW86P,"",70 PACIFIC STREET DORMITORY GARAGE,02/01/01 12:00 AM,"",08/01/02 12:00 AM,01/01/15 05:18 AM,32
OC100-201506,201506,OC100,OC100,"","","",BUILDING OC100,"2,649.3","1,891.48",16.82,DC,OFFCAMPUS,1.00,1,ACADEMIC,LEASED,OTH,(NULL),"","","","","","","",OC100,"",BUILDING OC100,"","",07/01/91 12:00 AM,01/01/15 05:18 AM,11
OC19A-201506,201506,OC19A,OC19A,"","","",Bates LINAC: Administration Bldg,"6,766.98","5,452.11",715.94,BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,42.59904,-70.98094,"795,922.70284","3,043,751.42551",OC19A,"",BATES LINAC: ADMINISTRATION BLDG,"","","",01/01/15 05:18 AM,34
OC19B-201506,201506,OC19B,OC19B,"","","",Bates LINAC: Research Bldg,"13,810.89","10,426.98","1,578.19",BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,42.59903,-70.98045,"796,055.78876","3,043,749.15224",OC19B,"",BATES LINAC: RESEARCH BLDG,"","","",01/01/15 05:18 AM,45
OC19C-201506,201506,OC19C,OC19C,"","","",BATES LINAC: North Experimental Hall,"6,081.18","5,375.22",11.05,BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,42.59839,-70.98029,"796,100.29527","3,043,518.70983",OC19C,"",BATES LINAC: NORTH EXPERIMENTAL HALL,"","","",01/01/15 05:18 AM,4
OC19D-201506,201506,OC19D,OC19D,"","","",BATES LINAC: Warehouse #2,"7,760.09","7,211.92",0,BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,42.59713,-70.97935,"796,355.41193","3,043,057.8885",OC19D,"",BATES LINAC: WAREHOUSE #2,"","","",01/01/15 05:18 AM,3
OC19E-201506,201506,OC19E,OC19E,"","","",BATES LINAC: Ring Service Building,"3,058.54","2,225.79",218.06,BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,42.59907,-70.979,"796,445.14395","3,043,766.62289",OC19E,"",BATES LINAC: RING SERVICE BUILDING,"","","",01/01/15 05:18 AM,7
OC19F-201506,201506,OC19F,OC19F,"","","",BATES LINAC: South Experimental Hall,"58,104.54","31,838.33","7,768.58",BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,42.59834,-70.9815,"795,775.03719","3,043,495.98697",OC19F,"",BATES LINAC: SOUTH EXPERIMENTAL HALL,"","","",01/01/15 05:18 AM,48
OC19G-201506,201506,OC19G,OC19G,"","","",BATES LINAC: North Hall Exhaust,454.61,372.3,13.64,BATES,OFFCAMPUS,1.00,1,ACADEMIC,OWNED,AER,(NULL),"",1876000,1876000,42.59805,-70.98273,"795,443.12177","3,043,391.05789",OC19G,"",BATES LINAC: NORTH HALL EXHAUST,"","","",01/01/15 05:18 AM,2
