Fclt Building Hist Key,Fiscal Period,Fclt Building Key,Building Number,Parent Building Number,Parent Building Name,Parent Building Name Long,Building Name Long,Ext Gross Area,Assignable Area,Non Assignable Area,Site,Campus Sector,Access Level Code,Access Level Name,Building Type,Ownership Type,Building Use,Occupancy Class,Building Height,Cost Center Code,Cost Collector Key,Latitude Wgs,Longitude Wgs,Easting X Spcs,Northing Y Spcs,Building Sort,Building Named For,Building Name,Date Built,Date Acquired,Date Occupied,Warehouse Load Date,Num Of Rooms
12A-201506,201506,12A,12A,"","","",Building 12A,"1,122.97",451.37,463.83,MIT,MAIN GROUP,0.00,0,SERVICE,OWNED,AER,UGHH,13.00,1811200,1811200,42.36014,-71.09117,"766,661.9201","2,956,530.56508",12A,"",WASTE CHEMICAL STORAGE,12/31/16 12:00 AM,"",12/31/17 12:00 AM,01/01/15 05:18 AM,3
14E-201506,201506,14E,14E,14,HAYDEN MEMORIAL LIBRARY,Charles Hayden Memorial Library,Charles Hayden Memorial Library (East Wing),"21,022.71","15,903.62","3,372.01",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,(NULL),0.00,"","","","","","",14E,"",HAYDEN MEMORIAL LIBRARY (E),"","","",01/01/15 05:18 AM,90
14N-201506,201506,14N,14N,14,HAYDEN MEMORIAL LIBRARY,Charles Hayden Memorial Library,Charles Hayden Memorial Library (North Wing),"37,006.11","20,979.04","11,550.51",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,(NULL),"","","","","","","",14N,"",HAYDEN MEMORIAL LIBRARY (N),"","","",01/01/15 05:18 AM,188
14S-201506,201506,14S,14S,14,HAYDEN MEMORIAL LIBRARY,Charles Hayden Memorial Library,Charles Hayden Memorial Library (South Wing),"48,622.24","34,500.48","10,286.49",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,(NULL),"","","","","","","",14S,"",HAYDEN MEMORIAL LIBRARY (S),"","","",01/01/15 05:18 AM,118
14W-201506,201506,14W,14W,14,HAYDEN MEMORIAL LIBRARY,Charles Hayden Memorial Library,Charles Hayden Memorial Library (West Wing),"5,013.14","2,850.15","1,777.63",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,(NULL),"","","","","","","",14W,"",HAYDEN MEMORIAL LIBRARY (W),"","","",01/01/15 05:18 AM,16
32P-201506,201506,32P,32P,"","","",Ray and Maria Stata Center Garage,"239,353.28","219,268.15","10,269.82",MIT,MAIN GROUP,2.00,2,SERVICE,OWNED,GAR,(NULL),"",1813201,1813201,"","","","",32P,RAY STATA '57,STATA CENTER GARAGE,"","",06/02/03 12:00 AM,01/01/15 05:18 AM,32
42T-201506,201506,42T,42T,42,COGENERATION PLANT,William R. Dickson Cogeneration Plant,Building 42 Tunnel,"11,247.27",0,"11,247.27",MIT,"",0.00,0,SERVICE,OWNED,OTH,UGF1,0.00,1814200,1814200,"","","","",42T,"",BUILDING 42 TUNNEL,12/31/15 12:00 AM,"",12/31/16 12:00 AM,01/01/15 05:18 AM,1
62H-201506,201506,62H,62H,62,ALUMNI HOUSES: MUNROE HAYDEN WOOD,Alumni Houses: Munroe Hayden Wood,Alumni Houses: Hayden,"26,411.82","16,932.94","6,760.5",MIT,MAIN GROUP,2.00,2,RESIDENT,OWNED,DHOA,(NULL),"",1346200,1346200,"","","","",62H,HENRY R. HAYDEN,ALUMNI HOUSES: HAYDEN,"","","",01/01/15 05:18 AM,117
62M-201506,201506,62M,62M,62,ALUMNI HOUSES: MUNROE HAYDEN WOOD,Alumni Houses: Munroe Hayden Wood,Alumni Houses: Munroe,"25,568.41","18,125.96","4,960.76",MIT,MAIN GROUP,2.00,2,RESIDENT,OWNED,DHOA,(NULL),"","","","","","","",62M,JAMES P. MUNROE,ALUMNI HOUSES: MUNROE,"","","",01/01/15 05:18 AM,102
62W-201506,201506,62W,62W,62,ALUMNI HOUSES: MUNROE HAYDEN WOOD,Alumni Houses: Munroe Hayden Wood,Alumni Houses: Wood,"25,173.77","15,513.88","7,215.29",MIT,MAIN GROUP,2.00,2,RESIDENT,OWNED,DHOA,(NULL),"","","","","","","",62W,KENNETH F. WOOD,ALUMNI HOUSES: WOOD,"","","",01/01/15 05:18 AM,111
64B-201506,201506,64B,64B,64,EAST CAMPUS: WALCOTT BEMIS GOODALE,Alumni Houses: Walcott Bemis Goodale,Alumni Houses: Bemis,"23,656.67","14,584.37","6,483.26",MIT,MAIN GROUP,2.00,2,RESIDENT,OWNED,DHOA,(NULL),"","","","","","","",64B,ALBERT F. BEMIS,EAST CAMPUS: BEMIS,"","","",01/01/15 05:18 AM,114
64G-201506,201506,64G,64G,64,EAST CAMPUS: WALCOTT BEMIS GOODALE,Alumni Houses: Walcott Bemis Goodale,Alumni Houses: Goodale,"24,787.4","17,041.11","5,242",MIT,MAIN GROUP,2.00,2,RESIDENT,OWNED,DHOA,(NULL),"","","","","","","",64G,CHARLES WARREN GOODALE,EAST CAMPUS: GOODALE,"","","",01/01/15 05:18 AM,108
64W-201506,201506,64W,64W,64,EAST CAMPUS: WALCOTT BEMIS GOODALE,Alumni Houses: Walcott Bemis Goodale,Alumni Houses: Walcott,"24,988.56","16,833.91","5,711.41",MIT,MAIN GROUP,2.00,2,RESIDENT,OWNED,DHOA,(NULL),"","","","","","","",64W,WILLIAM W. WALCOTT,EAST CAMPUS: WALCOTT,"","","",01/01/15 05:18 AM,123
E14-201506,201506,E14,E14,"","","",Building E14,"173,875.21","73,792.6","83,752.67",MIT,EAST,2.00,2,ACADEMIC,OWNED,AER,(NULL),"",1821400,1821400,42.36046,-71.08733,"767,698.51797","2,956,651.90718",E14,"",BUILDING E14,"","","",01/01/15 05:18 AM,341
E15-201506,201506,E15,E15,"","","",Wiesner Building,"120,331.42","78,968.75","32,381.88",MIT,EAST,2.00,2,ACADEMIC,OWNED,AER,UGA3B,68.50,1821500,1821500,42.36084,-71.08763,"767,616.12841","2,956,788.11385",E15,JEROME BERT WIESNER,WIESNER BUILDING,01/01/82 12:00 AM,"",09/01/84 12:00 AM,01/01/15 05:18 AM,460
E17-201506,201506,E17,E17,"","","",Seely G Mudd Building,"83,518.04","54,135.52","21,499.9",MIT,EAST,2.00,2,ACADEMIC,OWNED,AER,UGBA3,82.80,1821700,1821700,42.36148,-71.08789,"767,547.05603","2,957,023.1827",E17,SEELY G. MUDD,MUDD BUILDING,12/31/32 12:00 AM,"",03/06/75 12:00 AM,01/01/15 05:18 AM,342
E18-201506,201506,E18,E18,"","","",Horace Sayford Ford Building (E18),"112,799.19","68,779.33","34,634.14",MIT,EAST,2.00,2,ACADEMIC,OWNED,AER,UGBI2,88.30,1821800,1821800,42.36177,-71.08779,"767,571.81186","2,957,126.29198",E18,HORACE SAYFORD FORD JR.,FORD BUILDING (E18),12/31/20 12:00 AM,05/01/61 12:00 AM,10/01/64 12:00 AM,01/01/15 05:18 AM,379
E19-201506,201506,E19,E19,"","","",Horace Sayford Ford Building (E19),"149,742.43","100,797.04","37,552.68",MIT,EAST,2.00,2,SERVICE,OWNED,AER,UGB,81.00,1821900,1821900,42.36213,-71.08795,"767,528.03043","2,957,258.01826",E19,HORACE SAYFORD FORD JR.,FORD BUILDING (E19),12/31/20 12:00 AM,05/01/61 12:00 AM,10/01/64 12:00 AM,01/01/15 05:18 AM,722
E23-201506,201506,E23,E23,"","","",Health Services,"101,813.25","65,358.84","23,768.81",MIT,EAST,2.00,2,SERVICE,OWNED,AER,UGBI2,71.10,1822300,1822300,42.36102,-71.08663,"767,886.80827","2,956,856.36291",E23,"",HEALTH SERVICES,08/21/79 12:00 AM,"",02/15/82 12:00 AM,01/01/15 05:18 AM,620
E25-201506,201506,E25,E25,"","","",Whitaker College Of Health Sciences & Technology,"156,676.36","90,240.16","47,623.46",MIT,EAST,2.00,2,ACADEMIC,OWNED,AER,UGBA3,92.30,1822500,1822500,42.36167,-71.08695,"767,799.8444","2,957,091.59708",E25,UNCAS A. & HELEN F. WHITAKER,WHITAKER COLLEGE,08/21/79 12:00 AM,"",02/15/82 12:00 AM,01/01/15 05:18 AM,565
E33-201506,201506,E33,E33,"","","",Rinaldi Tile,"7,979.62","6,906.99",303.46,MIT,EAST,2.00,2,ACADEMIC,OWNED,AER,UGS1B,35.00,1823300,1823300,42.36129,-71.08598,"768,061.42548","2,956,954.90552",E33,"",RINALDI TILE,12/31/25 12:00 AM,"","",01/01/15 05:18 AM,32
E34-201506,201506,E34,E34,"","","",Building E34,"27,424.07","15,921.07","8,443.21",MIT,EAST,2.00,2,ACADEMIC,OWNED,AER,UGB,56.60,1823400,1823400,42.36145,-71.08595,"768,069.70518","2,957,013.06728",E34,"",BUILDING E34,12/31/24 12:00 AM,04/30/82 12:00 AM,03/01/75 12:00 AM,01/01/15 05:18 AM,168
E38-201506,201506,E38,E38,"","","",Suffolk Building,"66,530.75","48,405.66","12,395.89",MIT,EAST,2.00,2,ACADEMIC,OWNED,AER,UGB,82.70,1823800,1823800,42.36215,-71.08588,"768,088.49022","2,957,268.40191",E38,"",SUFFOLK BUILDING,12/31/20 12:00 AM,11/04/74 12:00 AM,09/01/68 12:00 AM,01/01/15 05:18 AM,375
E39-201506,201506,E39,E39,"","","",290 Main Street,"27,661.19","22,245.34","1,390.09",MIT,EAST,2.00,2,ACADEMIC,LEASED,AER,UGBM,42.30,1823900,1823900,42.3621,-71.08548,"768,196.98498","2,957,251.03856",E39,"",290 MAIN STREET,"",11/01/67 12:00 AM,11/17/86 12:00 AM,01/01/15 05:18 AM,172
E40-201506,201506,E40,E40,"","","",The Muckley Building,"106,714.57","71,238.61","24,569.11",MIT,EAST,2.00,2,ACADEMIC,OWNED,AER,UGB,64.50,1824000,1824000,42.36116,-71.08485,"768,367.39925","2,956,910.10656",E40,DWIGHT S. MUCKLEY,MUCKLEY BUILDING,05/01/30 12:00 AM,06/01/68 12:00 AM,12/31/69 12:00 AM,01/01/15 05:18 AM,452
E48-201506,201506,E48,E48,"","","",Building E48,"44,321.76","37,171.31",708.42,MIT,EAST,2.00,2,SERVICE,LEASED,AER,UGB,113.90,"","",42.36207,-71.08473,"768,398.03607","2,957,239.17856",E48,"",BUILDING E48,"",09/15/61 12:00 AM,08/01/89 12:00 AM,01/01/15 05:18 AM,243
E51-201506,201506,E51,E51,"","","",Jack C Tang Center For Management Education,"108,146.05","52,256.93","43,086.97",MIT,EAST,2.00,2,ACADEMIC,OWNED,AER,UGA3,60.00,1825100,1825100,42.36055,-71.08449,"768,465.93793","2,956,688.65507",E51,"",TANG CENTER,12/31/44 12:00 AM,12/31/45 12:00 AM,12/31/80 12:00 AM,01/01/15 05:18 AM,318
E52-201506,201506,E52,E52,"","","",Alfred P Sloan Building,"143,950.12","86,926.63","40,977.5",MIT,EAST,2.00,2,ACADEMIC,OWNED,AER,UGBA3,97.40,1825200,1825200,42.36074,-71.08368,"768,686.08396","2,956,755.95137",E52,ALFRED P. SLOAN JR.,SLOAN BUILDING,12/31/38 12:00 AM,01/01/51 12:00 AM,05/01/52 12:00 AM,01/01/15 05:18 AM,534
E53-201506,201506,E53,E53,"","","",Grover M Hermann Building,"95,445.1","63,414.1","25,153.08",MIT,EAST,2.00,2,ACADEMIC,OWNED,AER,UGA3,72.20,1825300,1825300,42.36119,-71.08359,"768,708.09015","2,956,920.87263",E53,GROVER MARTIN HERMANN,HERMANN BUILDING,01/01/64 12:00 AM,"",10/01/65 12:00 AM,01/01/15 05:18 AM,289
E55-201506,201506,E55,E55,"","","",Eastgate Married Student Housing,"172,358.83","120,283.18","29,645.23",MIT,EAST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,272.80,1348200,1348200,42.36174,-71.08391,"768,621.58021","2,957,120.12302",E55,"",EASTGATE,11/01/65 12:00 AM,"",08/01/67 12:00 AM,01/01/15 05:18 AM,438
E60-201506,201506,E60,E60,"","","",Arthur D Little Building,"30,130.11","12,536.82","13,088.45",MIT,EAST,2.00,2,ACADEMIC,OWNED,AER,UGB,"","","",42.36118,-71.08218,"769,090.96655","2,956,918.78355",E60,ARTHUR D. LITTLE,ARTHUR D LITTLE BUILDING,12/31/17 12:00 AM,07/01/97 12:00 AM,03/01/94 12:00 AM,01/01/15 05:18 AM,133
E62-201506,201506,E62,E62,"","","",Building E62,"405,033.97","274,524.21","95,303.04",MIT,EAST,2.00,2,ACADEMIC,OWNED,AER,UGBA3,"",1823000,1823000,42.36135,-71.08265,"768,961.13218","2,956,980.16168",E62,"",BUILDING E62,"","","",01/01/15 05:18 AM,649
E70-201506,201506,E70,E70,"","","",Badger Building,"34,914.58","29,048.64",0,MIT,EAST,2.00,2,SERVICE,LEASED,OTH,UGB,226.70,1827000,1827000,42.36275,-71.08346,"768,740.19956","2,957,489.92339",E70,"",BADGER BUILDING,"","",10/01/95 12:00 AM,01/01/15 05:18 AM,171
E90-201506,201506,E90,E90,"","","",Building E90,"14,245.56","12,565.39",152.18,MIT,EAST,3.00,3,ACADEMIC,LEASED,AER,UGB,0.00,"","","","","","",E90,"",BUILDING E90,03/21/14 12:00 AM,"","",01/01/15 05:18 AM,79
N10-201506,201506,N10,N10,"","","",High Voltage Research Laboratory,"10,041.46","8,107.66",632.03,MIT,NORTH,1.00,1,ACADEMIC,OWNED,AER,UGB,33.00,1851000,1851000,42.36086,-71.09545,"765,503.66082","2,956,787.05655",N10,"",HIGH VOLTAGE RESEARCH LAB,07/01/64 12:00 AM,"",02/01/65 12:00 AM,01/01/15 05:18 AM,52
N16-201506,201506,N16,N16,"","","",Cooling Tower & Oil Reserve,"31,334.45",0,"25,029.45",MIT,NORTH,0.00,0,SERVICE,OWNED,OTH,UGU,59.00,"","",42.36127,-71.09407,"765,877.28985","2,956,935.81263",N16,"",COOLING TOWER & OIL RESERVE,09/20/71 12:00 AM,"",12/31/72 12:00 AM,01/01/15 05:18 AM,26
N51-201506,201506,N51,N51,"","","",Building N51,"44,980.93","32,641.41","8,419.29",MIT,NORTH,2.00,2,ACADEMIC,OWNED,AER,UGBA3,50.90,1855100,1855100,42.36228,-71.09763,"764,912.91509","2,957,302.16119",N51,"",BUILDING N51,12/31/24 12:00 AM,04/16/82 12:00 AM,01/01/64 12:00 AM,01/01/15 05:18 AM,127
N52-201506,201506,N52,N52,"","","",MIT Museum,"103,874.44","71,387.57","21,271.39",MIT,NORTH,2.00,2,ACADEMIC,OWNED,AER,UGA3B,56.80,1855200,1855200,42.36227,-71.09719,"765,031.70746","2,957,298.46033",N52,"",MIT MUSEUM,12/31/24 12:00 AM,04/16/82 12:00 AM,01/01/64 12:00 AM,01/01/15 05:18 AM,324
N57-201506,201506,N57,N57,"","","",Building N57,"46,633.25","41,521.21","2,815.06",MIT,NORTH,2.00,2,SERVICE,OWNED,AER,UGBS1,78.20,1855700,1855700,42.36301,-71.09883,"764,586.83377","2,957,565.55768",N57,"",BUILDING N57,12/31/22 12:00 AM,09/01/80 12:00 AM,"",01/01/15 05:18 AM,52
OC1-201506,201506,OC1,OC1,"","","",Endicott House,"29,214.19","17,229.44","6,961.62",END,OFFCAMPUS,2.00,2,ACADEMIC,OWNED,OTH,UGR1A3,"","","",42.25395,-71.19365,"739,102.39365","2,917,714.92628",OC01,THE ENDICOTT FAMILY,ENDICOTT HOUSE,"",12/24/54 12:00 AM,07/01/55 12:00 AM,01/01/15 05:18 AM,185
OC6-201506,201506,OC6,OC6,"","","",645 Summer Street,"2,200.92","1,282.67",0,BOS,OFFCAMPUS,1.00,1,SERVICE,LEASED,OTH,(NULL),"","","","","","","",OC06,"",645 SUMMER STREET,"","",04/29/08 12:00 AM,01/01/15 05:18 AM,1
W11-201506,201506,W11,W11,"","","",Religious Activities Center,"13,590.41","7,922.29","4,152.3",MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGB,16.40,1831100,1831100,42.35826,-71.09354,"766,025.78985","2,955,841.21883",W11,"",RELIGIOUS ACTIVITIES CENTER,12/31/36 12:00 AM,02/01/66 12:00 AM,01/01/67 12:00 AM,01/01/15 05:18 AM,63
W13-201506,201506,W13,W13,"","","",Bexley Hall,"52,878.95","39,026.29","6,156.84",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,45.80,1345600,1345600,42.35853,-71.0937,"765,981.6923","2,955,940.43088",W13,"",BEXLEY HALL,12/31/12 12:00 AM,12/31/39 12:00 AM,09/01/39 12:00 AM,01/01/15 05:18 AM,150
W15-201506,201506,W15,W15,"","","",MIT Chapel,"5,339.35","2,891.84","1,889.57",MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGA4,33.20,1831500,1831500,42.35833,-71.09412,"765,866.43793","2,955,864.43638",W15,"",MIT CHAPEL,05/01/54 12:00 AM,"",05/01/55 12:00 AM,01/01/15 05:18 AM,25
W16-201506,201506,W16,W16,"","","",Kresge Auditorium,"42,145.98","20,454.71","17,716.79",MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGA1A3,50.20,1831600,1831600,42.35813,-71.09506,"765,614.61178","2,955,792.88808",W16,SEBASTIAN S. KRESGE,KRESGE AUDITORIUM,05/01/53 12:00 AM,"",12/31/56 12:00 AM,01/01/15 05:18 AM,93
W20-201506,201506,W20,W20,"","","",Julius Adams Stratton Student Center,"183,162","116,165.53","55,856.44",MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGA3M,75.00,1832000,1832000,42.35904,-71.09477,"765,689.59945","2,956,124.35288",W20,JULIUS ADAMS STRATTON,STRATTON STUDENT CENTER,09/01/63 12:00 AM,"",10/01/65 12:00 AM,01/01/15 05:18 AM,428
W31-201506,201506,W31,W31,"","","",David Flett du Pont Athletic Gymnasium,"71,443.5","53,401.65","9,744.51",MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGA3B,52.60,1833100,1833100,42.35964,-71.09517,"765,582.19012","2,956,340.80705",W31,DAVID FLETT DUPONT,DU PONT ATHLETIC GYMNASIUM,12/31/02 12:00 AM,09/01/57 12:00 AM,09/01/57 12:00 AM,01/01/15 05:18 AM,146
W32-201506,201506,W32,W32,"","","",David Flett du Pont Athletic Center,"46,574.18","26,203.69","15,253.71",MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGBA3,36.10,1833200,1833200,42.35937,-71.09513,"765,591.99335","2,956,242.69534",W32,DAVID FLETT DUPONT,DU PONT ATHLETIC CENTER,02/01/58 12:00 AM,"",10/01/59 12:00 AM,01/01/15 05:18 AM,89
W33-201506,201506,W33,W33,"","","",Rockwell Athletic Cage,"34,427.72","32,379.24",594.57,MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGA3,22.80,1833300,1833300,42.3592,-71.09597,"765,365.72624","2,956,180.88855",W33,JOHN ARNOLD ROCKWELL M.D.,ROCKWELL CAGE,07/01/47 12:00 AM,"",06/01/48 12:00 AM,01/01/15 05:18 AM,7
W34-201506,201506,W34,W34,"","","",Johnson Athletics Center,"109,397.67","82,318.33","20,654.76",MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGA3,37.90,1833400,1833400,42.3586,-71.09653,"765,215.96003","2,955,959.32414",W34,HOWARD WESLEY JOHNSON,JOHNSON ATHLETICS CENTER,07/01/79 12:00 AM,"",10/01/80 12:00 AM,01/01/15 05:18 AM,73
W35-201506,201506,W35,W35,"","","",Zesiger Sports & Fitness Center,"122,080.04","76,299.23","36,416.07",MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGA1A3BH,65.70,1833500,1833500,42.35872,-71.09575,"765,426.41104","2,956,004.01869",W35,ALBERT & BARRIE ZESIGER,SPORTS & FITNESS CENTER,10/01/00 12:00 AM,"",09/01/02 12:00 AM,01/01/15 05:18 AM,219
W45-201506,201506,W45,W45,"","","",West Parking Garage,"186,998.09","180,438.3","3,238.58",MIT,WEST,2.00,2,SERVICE,OWNED,GAR,UGS2,42.10,1834500,1834500,42.35907,-71.0976,"764,925.65477","2,956,130.57693",W45,"",WEST GARAGE,12/31/63 12:00 AM,"",06/01/64 12:00 AM,01/01/15 05:18 AM,27
W51-201506,201506,W51,W51,"","","",Burton-Conner House,"167,922.77","105,084.27","37,556.34",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,72.00,1345900,1345900,42.35597,-71.09812,"764,789.5372","2,955,000.20927",W51,"BURTON, ARTHUR J. CONNER",BURTON-CONNER HOUSE,12/31/27 12:00 AM,12/31/47 12:00 AM,12/31/48 12:00 AM,01/01/15 05:18 AM,683
W53-201506,201506,W53,W53,"","","",J B Carr Indoor Tennis Facility,"25,692.9","24,982.22",0,MIT,WEST,2.00,2,SERVICE,OWNED,STAC,UGB,39.00,"","",42.35692,-71.0978,"764,874.46958","2,955,348.20624",W53,JASPER B. CARR,CARR INDOOR TENNIS FACILITY,04/01/71 12:00 AM,"",12/31/71 12:00 AM,01/01/15 05:18 AM,1
W56-201506,201506,W56,W56,"","","",Building W56,"2,835","2,463.75",92.98,MIT,WEST,2.00,2,SERVICE,OWNED,OTH,(NULL),0.00,"","","","","","",W56,"",BUILDING W56,06/18/12 12:00 AM,"","",01/01/15 05:18 AM,16
W57-201506,201506,W57,W57,"","","",Building W57,"2,030.11","1,849.2",30.67,MIT,WEST,2.00,2,SERVICE,OWNED,OTH,(NULL),0.00,"","","","","","",W57,"",BUILDING W57,06/18/12 12:00 AM,"","",01/01/15 05:18 AM,3
W59-201506,201506,W59,W59,"","","",Heinz Building,"36,051.39","24,909.41","6,977.47",MIT,WEST,2.00,2,SERVICE,OWNED,AER,UGB,33.50,1835900,1835900,42.35811,-71.09955,"764,400.30265","2,955,776.82131",W59,"",HEINZ BUILDING,12/31/15 12:00 AM,04/30/68 12:00 AM,12/31/79 12:00 AM,01/01/15 05:18 AM,153
W61-201506,201506,W61,W61,"","","",Frank S MacGregor House,"171,140.48","99,335.26","42,726.77",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,167.50,1347000,1347000,42.35546,-71.09955,"764,405.97842","2,954,813.4258",W61,FRANK S. MACGREGOR,MACGREGOR HOUSE,07/01/68 12:00 AM,"",09/01/70 12:00 AM,01/01/15 05:18 AM,136
W64-201506,201506,W64,W64,"","","",Building W64,"13,367.83","9,321.57","2,817.74",MIT,WEST,2.00,2,SERVICE,OWNED,OTH,(NULL),0.00,"","","","","","",W64,David. H. Koch,BUILDING W64,09/02/13 12:00 AM,"",10/01/13 12:00 AM,01/01/15 05:18 AM,62
W70-201506,201506,W70,W70,"","","",New West Campus Houses,"114,930.31","68,693.54","32,792.85",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,46.90,1347500,1347500,42.35516,-71.10053,"764,140.06982","2,954,702.58429",W70,"",NEW HOUSE,06/01/74 12:00 AM,"",12/31/76 12:00 AM,01/01/15 05:18 AM,13
W71-201506,201506,W71,W71,"","","",Next House,"132,006.46","82,568.84","34,134.47",MIT,WEST,2.00,2,RESIDENT,OWNED,DHOA,UGR2,57.50,1347700,1347700,42.3547,-71.10192,"763,765.44724","2,954,534.53087",W71,"",NEXT HOUSE,10/01/79 12:00 AM,"",08/24/81 12:00 AM,01/01/15 05:18 AM,507
41-201507,201507,41,41,"","","",Building 41,"26,078.68","20,161.34","4,267.86",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,UGB,61.20,1814100,1814100,42.36076,-71.09416,"765,852.662","2,956,751.09658",41,"",BUILDING 41,12/31/15 12:00 AM,"",12/31/17 12:00 AM,02/01/15 05:16 AM,106
42-201507,201507,42,42,"","","",William R. Dickson Cogeneration Plant,"79,050.49","4,380","67,876.13",MIT,MAIN GROUP,0.00,0,SERVICE,OWNED,OTH,UGF1,64.80,1814200,1814200,42.36111,-71.09352,"766,026.05419","2,956,877.97742",42,"",COGENERATION PLANT,12/31/15 12:00 AM,"",12/31/16 12:00 AM,02/01/15 05:16 AM,80
43-201507,201507,43,43,"","","",Power Plant Annex,"10,373.95","5,443.11","4,097.66",MIT,MAIN GROUP,0.00,0,SERVICE,OWNED,OTH,UGF1,30.50,"","",42.36114,-71.09321,"766,108.42288","2,956,892.56905",43,"",POWER PLANT ANNEX,12/31/14 12:00 AM,"",08/01/16 12:00 AM,02/01/15 05:16 AM,35
44-201507,201507,44,44,"","","",Cyclotron,"16,118.61","11,616.29","2,717.2",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,UGB,29.50,1814400,1814400,42.36161,-71.09247,"766,307.82009","2,957,061.83281",44,"",CYCLOTRON,12/31/38 12:00 AM,"",12/31/39 12:00 AM,02/01/15 05:16 AM,48
46-201507,201507,46,46,"","","",Brain & Cognitive Sciences Complex,"418,662.59","218,530.21","152,699.33",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,(NULL),136.40,1814600,1814600,42.36233,-71.09164,"766,530.28538","2,957,325.64557",46,"",BCSC,04/25/03 12:00 AM,"",09/01/05 12:00 AM,02/01/15 05:16 AM,"1,401"
48-201507,201507,48,48,"","","",Ralph M Parsons Laboratory For Water Resources & Hydrodynamics,"57,227.15","38,567.88","11,260.64",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,UGB,64.00,1814800,1814800,42.36243,-71.09067,"766,794.3374","2,957,365.07423",48,RALPH M. PARSONS,PARSONS LABORATORY,12/31/49 12:00 AM,"",12/31/51 12:00 AM,02/01/15 05:16 AM,153
50-201507,201507,50,50,"","","",Walker Memorial,"73,703.27","46,452.51","20,719.31",MIT,MAIN GROUP,2.00,2,SERVICE,OWNED,STAC,UGA3,80.50,1342002,1342002,42.35936,-71.08832,"767,433.66957","2,956,249.32499",50,FRANCIS AMASA WALKER,WALKER MEMORIAL,01/01/16 12:00 AM,"",09/01/17 12:00 AM,02/01/15 05:16 AM,200
51-201507,201507,51,51,"","","",Walter C Wood Sailing Pavilion,"5,889.33","4,450.4",909.69,MIT,MAIN GROUP,2.00,2,SERVICE,OWNED,STAC,UGA3,21.30,1815100,1815100,42.35852,-71.08773,"767,594.41678","2,955,942.02996",51,WALTER C. WOOD,WOOD SAILING PAVILION,12/31/36 12:00 AM,"",12/31/37 12:00 AM,02/01/15 05:16 AM,24
54-201507,201507,54,54,"","","",Cecil And Ida Green Building,"129,397.16","69,172.03","43,587.86",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,UGBA3,275.00,1815400,1815400,42.36032,-71.08933,"767,159.9448","2,956,598.38283",54,CECIL HOWARD & IDA FLANSBURGH GREEN,GREEN BUILDING,01/01/62 12:00 AM,"",07/01/64 12:00 AM,02/01/15 05:16 AM,571
56-201507,201507,56,56,"","","",Uncas A Whitaker Building,"143,681.84","78,129.65","50,261.23",MIT,MAIN GROUP,2.00,2,ACADEMIC,OWNED,AER,UGB,118.80,1815600,1815600,42.3607,-71.08986,"767,014.32081","2,956,734.58779",56,UNCAS A. & HELEN F. WHITAKER,WHITAKER BUILDING,09/01/63 12:00 AM,"",04/01/65 12:00 AM,02/01/15 05:16 AM,462
57-201507,201507,57,57,"","","",MIT Alumni Pool,"39,121.04","22,725.98","10,516.52",MIT,MAIN GROUP,2.00,2,SERVICE,OWNED,STAC,UGA3,41.10,1815700,1815700,42.36114,-71.09014,"766,938.54517","2,956,895.581",57,"",MIT ALUMNI POOL,07/01/39 12:00 AM,"",05/01/40 12:00 AM,02/01/15 05:16 AM,52
62-201507,201507,62,62,"","","",Alumni Houses: Munroe Hayden Wood,"77,154","50,572.78","18,936.55",MIT,MAIN GROUP,2.00,2,RESIDENT,OWNED,DHOA,UGR2,51.50,1346200,1346200,42.36023,-71.08868,"767,333.95523","2,956,564.72789",62,"JAMES P. MUNROE, HENRY R. HAYDEN, KENNETH F. WOOD",ALUMNI HOUSES: MUNROE HAYDEN WOOD,03/01/30 12:00 AM,"",09/01/31 12:00 AM,02/01/15 05:16 AM,0
